Datetime,Y,O,return_y,return_0,diff
2014/08/04-11:05,6392,6464,0.000626174,0.00092908,-0.000302906
2014/08/04-11:10,6390,6462,-0.000312891,-0.000309406,-3.49E-06
2014/08/04-11:15,6386,6460,-0.000625978,-0.000309502,-0.000316476
2014/08/04-11:20,6388,6464,0.000313185,0.000619195,-0.00030601
2014/08/04-11:25,6390,6462,0.000313087,-0.000309406,0.000622493
2014/08/04-11:30,6392,6462,0.000312989,0,0.000312989
2014/08/04-13:35,6394,6460,0.000312891,-0.000309502,0.000622393
2014/08/04-13:40,6390,6462,-0.000625586,0.000309598,-0.000935184
2014/08/04-13:45,6394,6462,0.000625978,0,0.000625978
2014/08/04-13:50,6390,6466,-0.000625586,0.000619003,-0.00124459
2014/08/04-13:55,6388,6466,-0.000312989,0,-0.000312989
2014/08/04-14:00,6392,6468,0.000626174,0.00030931,0.000316864
2014/08/04-14:05,6396,6470,0.000625782,0.000309215,0.000316568
2014/08/04-14:10,6396,6466,0,-0.000618238,0.000618238
2014/08/04-14:15,6396,6466,0,0,0
2014/08/04-14:20,6384,6464,-0.001876173,-0.00030931,-0.001566862
2014/08/04-14:25,6388,6464,0.000626566,0,0.000626566
2014/08/04-14:30,6388,6464,0,0,0
2014/08/04-14:35,6386,6466,-0.000313087,0.000309406,-0.000622493
2014/08/04-14:40,6392,6466,0.000939555,0,0.000939555
2014/08/04-14:45,6394,6468,0.000312891,0.00030931,3.58E-06
2014/08/04-14:50,6392,6466,-0.000312793,-0.000309215,-3.58E-06
2014/08/04-14:55,6394,6468,0.000312891,0.00030931,3.58E-06
2014/08/04-15:00,6400,6466,0.00093838,-0.000309215,0.001247594
2014/08/05-09:05,6428,6496,0.004375,0.004639654,-0.000264654
2014/08/05-09:10,6420,6500,-0.001244555,0.000615764,-0.001860319
2014/08/05-09:15,6424,6500,0.000623053,0,0.000623053
2014/08/05-09:20,6420,6494,-0.000622665,-0.000923077,0.000300412
2014/08/05-09:25,6422,6494,0.000311526,0,0.000311526
2014/08/05-09:30,6422,6490,0,-0.000615953,0.000615953
2014/08/05-09:35,6418,6490,-0.000622859,0,-0.000622859
2014/08/05-09:40,6420,6488,0.000311624,-0.000308166,0.00061979
2014/08/05-09:45,6420,6490,0,0.000308261,-0.000308261
2014/08/05-09:50,6416,6490,-0.000623053,0,-0.000623053
2014/08/05-09:55,6414,6486,-0.000311721,-0.000616333,0.000304612
2014/08/05-10:00,6416,6484,0.000311818,-0.000308356,0.000620174
2014/08/05-10:05,6416,6486,0,0.000308452,-0.000308452
2014/08/05-10:10,6416,6486,0,0,0
2014/08/05-10:15,6416,6488,0,0.000308356,-0.000308356
2014/08/05-10:35,6416,6490,0,0.000308261,-0.000308261
2014/08/05-10:40,6418,6488,0.000311721,-0.000308166,0.000619887
2014/08/05-10:45,6418,6482,0,-0.000924784,0.000924784
2014/08/05-10:50,6416,6480,-0.000311624,-0.000308547,-3.08E-06
2014/08/05-10:55,6416,6480,0,0,0
2014/08/05-11:00,6416,6480,0,0,0
2014/08/05-11:05,6414,6478,-0.000311721,-0.000308642,-3.08E-06
2014/08/05-11:10,6410,6476,-0.000623636,-0.000308737,-0.000314899
2014/08/05-11:15,6410,6478,0,0.000308833,-0.000308833
2014/08/05-11:20,6408,6476,-0.000312012,-0.000308737,-3.28E-06
2014/08/05-11:25,6410,6480,0.00031211,0.000617665,-0.000305555
2014/08/05-11:30,6406,6476,-0.000624025,-0.000617284,-6.74E-06
2014/08/05-13:35,6410,6478,0.000624415,0.000308833,0.000315582
2014/08/05-13:40,6412,6480,0.000312012,0.000308737,3.28E-06
2014/08/05-13:45,6412,6482,0,0.000308642,-0.000308642
2014/08/05-13:50,6410,6482,-0.000311915,0,-0.000311915
2014/08/05-13:55,6404,6480,-0.000936037,-0.000308547,-0.000627491
2014/08/05-14:00,6404,6478,0,-0.000308642,0.000308642
2014/08/05-14:05,6408,6478,0.00062461,0,0.00062461
2014/08/05-14:10,6408,6480,0,0.000308737,-0.000308737
2014/08/05-14:15,6404,6482,-0.00062422,0.000308642,-0.000932862
2014/08/05-14:20,6404,6480,0,-0.000308547,0.000308547
2014/08/05-14:25,6404,6482,0,0.000308642,-0.000308642
2014/08/05-14:30,6406,6476,0.000312305,-0.00092564,0.001237945
2014/08/05-14:35,6406,6478,0,0.000308833,-0.000308833
2014/08/05-14:40,6408,6478,0.000312207,0,0.000312207
2014/08/05-14:45,6406,6476,-0.00031211,-0.000308737,-3.37E-06
2014/08/05-14:50,6404,6470,-0.000312207,-0.000926498,0.000614291
2014/08/05-14:55,6402,6464,-0.000312305,-0.000927357,0.000615052
2014/08/05-15:00,6402,6464,0,0,0
2014/08/06-09:05,6390,6460,-0.001874414,-0.000618812,-0.001255602
2014/08/06-09:10,6386,6456,-0.000625978,-0.000619195,-6.78E-06
2014/08/06-09:15,6386,6460,0,0.000619579,-0.000619579
2014/08/06-09:20,6390,6462,0.00062637,0.000309598,0.000316773
2014/08/06-09:25,6394,6464,0.000625978,0.000309502,0.000316476
2014/08/06-09:30,6392,6462,-0.000312793,-0.000309406,-3.39E-06
2014/08/06-09:35,6392,6464,0,0.000309502,-0.000309502
2014/08/06-09:40,6392,6466,0,0.000309406,-0.000309406
2014/08/06-09:45,6390,6464,-0.000312891,-0.00030931,-3.58E-06
2014/08/06-09:50,6392,6462,0.000312989,-0.000309406,0.000622395
2014/08/06-09:55,6392,6462,0,0,0
2014/08/06-10:00,6390,6460,-0.000312891,-0.000309502,-3.39E-06
2014/08/06-10:05,6392,6462,0.000312989,0.000309598,3.39E-06
2014/08/06-10:10,6388,6460,-0.000625782,-0.000309502,-0.000316281
2014/08/06-10:15,6392,6460,0.000626174,0,0.000626174
2014/08/06-10:35,6394,6462,0.000312891,0.000309598,3.29E-06
2014/08/06-10:40,6398,6464,0.000625586,0.000309502,0.000316085
2014/08/06-10:45,6398,6464,0,0,0
2014/08/06-10:50,6404,6466,0.000937793,0.000309406,0.000628387
2014/08/06-10:55,6404,6470,0,0.00061862,-0.00061862
2014/08/06-11:00,6402,6468,-0.000312305,-0.000309119,-3.19E-06
2014/08/06-11:05,6400,6466,-0.000312402,-0.000309215,-3.19E-06
2014/08/06-11:10,6398,6464,-0.0003125,-0.00030931,-3.19E-06
2014/08/06-11:15,6400,6462,0.000312598,-0.000309406,0.000622004
2014/08/06-11:20,6396,6462,-0.000625,0,-0.000625
2014/08/06-11:25,6400,6462,0.000625391,0,0.000625391
2014/08/06-11:30,6400,6460,0,-0.000309502,0.000309502
2014/08/06-13:35,6390,6456,-0.0015625,-0.000619195,-0.000943305
2014/08/06-13:40,6392,6460,0.000312989,0.000619579,-0.00030659
2014/08/06-13:45,6390,6458,-0.000312891,-0.000309598,-3.29E-06
2014/08/06-13:50,6392,6458,0.000312989,0,0.000312989
2014/08/06-13:55,6392,6456,0,-0.000309693,0.000309693
2014/08/06-14:00,6390,6454,-0.000312891,-0.000309789,-3.10E-06
2014/08/06-14:05,6392,6456,0.000312989,0.000309885,3.10E-06
2014/08/06-14:10,6394,6458,0.000312891,0.000309789,3.10E-06
2014/08/06-14:15,6394,6460,0,0.000309693,-0.000309693
2014/08/06-14:20,6392,6458,-0.000312793,-0.000309598,-3.20E-06
2014/08/06-14:25,6392,6458,0,0,0
2014/08/06-14:30,6392,6456,0,-0.000309693,0.000309693
2014/08/06-14:35,6390,6458,-0.000312891,0.000309789,-0.00062268
2014/08/06-14:40,6396,6460,0.000938967,0.000309693,0.000629274
2014/08/06-14:45,6394,6458,-0.000312695,-0.000309598,-3.10E-06
2014/08/06-14:50,6394,6454,0,-0.000619387,0.000619387
2014/08/06-14:55,6390,6454,-0.000625586,0,-0.000625586
2014/08/06-15:00,6382,6444,-0.001251956,-0.001549427,0.000297471
2014/08/07-09:05,6404,6468,0.003447195,0.003724395,-0.0002772
2014/08/07-09:10,6406,6464,0.000312305,-0.000618429,0.000930734
2014/08/07-09:15,6412,6468,0.000936622,0.000618812,0.00031781
2014/08/07-09:20,6424,6484,0.001871491,0.002473717,-0.000602226
2014/08/07-09:25,6422,6486,-0.000311333,0.000308452,-0.000619784
2014/08/07-09:30,6420,6486,-0.000311429,0,-0.000311429
2014/08/07-09:35,6420,6480,0,-0.000925069,0.000925069
2014/08/07-09:40,6422,6482,0.000311526,0.000308642,2.88E-06
2014/08/07-09:45,6418,6480,-0.000622859,-0.000308547,-0.000314312
2014/08/07-09:50,6422,6478,0.000623247,-0.000308642,0.000931889
2014/08/07-09:55,6420,6476,-0.000311429,-0.000308737,-2.69E-06
2014/08/07-10:00,6422,6484,0.000311526,0.00123533,-0.000923804
2014/08/07-10:05,6422,6480,0,-0.000616903,0.000616903
2014/08/07-10:10,6420,6478,-0.000311429,-0.000308642,-2.79E-06
2014/08/07-10:15,6418,6482,-0.000311526,0.000617475,-0.000929001
2014/08/07-10:35,6420,6480,0.000311624,-0.000308547,0.00062017
2014/08/07-10:40,6420,6480,0,0,0
2014/08/07-10:45,6418,6480,-0.000311526,0,-0.000311526
2014/08/07-10:50,6420,6480,0.000311624,0,0.000311624
2014/08/07-10:55,6420,6484,0,0.000617284,-0.000617284
2014/08/07-11:00,6416,6478,-0.000623053,-0.000925355,0.000302302
2014/08/07-11:05,6416,6478,0,0,0
2014/08/07-11:10,6416,6480,0,0.000308737,-0.000308737
2014/08/07-11:15,6420,6484,0.000623441,0.000617284,6.16E-06
2014/08/07-11:20,6416,6482,-0.000623053,-0.000308452,-0.000314601
2014/08/07-11:25,6414,6478,-0.000311721,-0.000617093,0.000305373
2014/08/07-11:30,6410,6472,-0.000623636,-0.000926212,0.000302576
2014/08/07-13:35,6408,6472,-0.000312012,0,-0.000312012
2014/08/07-13:40,6408,6476,0,0.000618047,-0.000618047
2014/08/07-13:45,6410,6474,0.00031211,-0.000308833,0.000620942
2014/08/07-13:50,6410,6474,0,0,0
2014/08/07-13:55,6410,6474,0,0,0
2014/08/07-14:00,6408,6474,-0.000312012,0,-0.000312012
2014/08/07-14:05,6410,6474,0.00031211,0,0.00031211
2014/08/07-14:10,6410,6472,0,-0.000308928,0.000308928
2014/08/07-14:15,6410,6474,0,0.000309023,-0.000309023
2014/08/07-14:20,6410,6474,0,0,0
2014/08/07-14:25,6408,6476,-0.000312012,0.000308928,-0.000620941
2014/08/07-14:30,6406,6474,-0.00031211,-0.000308833,-3.28E-06
2014/08/07-14:35,6412,6474,0.000936622,0,0.000936622
2014/08/07-14:40,6408,6470,-0.00062383,-0.000617856,-5.97E-06
2014/08/07-14:45,6408,6472,0,0.000309119,-0.000309119
2014/08/07-14:50,6410,6474,0.00031211,0.000309023,3.09E-06
2014/08/07-14:55,6410,6472,0,-0.000308928,0.000308928
2014/08/07-15:00,6410,6474,0,0.000309023,-0.000309023
2014/08/08-09:05,6414,6474,0.000624025,0,0.000624025
2014/08/08-09:10,6418,6478,0.000623636,0.000617856,5.78E-06
2014/08/08-09:15,6414,6472,-0.000623247,-0.000926212,0.000302965
2014/08/08-09:20,6406,6470,-0.001247272,-0.000309023,-0.000938248
2014/08/08-09:25,6408,6470,0.000312207,0,0.000312207
2014/08/08-09:30,6408,6468,0,-0.000309119,0.000309119
2014/08/08-09:35,6410,6466,0.00031211,-0.000309215,0.000621324
2014/08/08-09:40,6412,6470,0.000312012,0.00061862,-0.000306608
2014/08/08-09:45,6412,6466,0,-0.000618238,0.000618238
2014/08/08-09:50,6414,6470,0.000311915,0.00061862,-0.000306705
2014/08/08-09:55,6408,6466,-0.000935454,-0.000618238,-0.000317216
2014/08/08-10:00,6408,6464,0,-0.00030931,0.00030931
2014/08/08-10:05,6408,6464,0,0,0
2014/08/08-10:10,6408,6462,0,-0.000309406,0.000309406
2014/08/08-10:15,6410,6460,0.00031211,-0.000309502,0.000621612
2014/08/08-10:35,6402,6456,-0.00124805,-0.000619195,-0.000628855
2014/08/08-10:40,6404,6456,0.000312402,0,0.000312402
2014/08/08-10:45,6402,6458,-0.000312305,0.000309789,-0.000622094
2014/08/08-10:50,6402,6462,0,0.000619387,-0.000619387
2014/08/08-10:55,6402,6460,0,-0.000309502,0.000309502
2014/08/08-11:00,6404,6462,0.000312402,0.000309598,2.80E-06
2014/08/08-11:05,6402,6460,-0.000312305,-0.000309502,-2.80E-06
2014/08/08-11:10,6398,6458,-0.000624805,-0.000309598,-0.000315207
2014/08/08-11:15,6400,6456,0.000312598,-0.000309693,0.000622291
2014/08/08-11:20,6400,6458,0,0.000309789,-0.000309789
2014/08/08-11:25,6400,6458,0,0,0
2014/08/08-11:30,6400,6462,0,0.000619387,-0.000619387
2014/08/08-13:35,6400,6456,0,-0.000928505,0.000928505
2014/08/08-13:40,6394,6454,-0.0009375,-0.000309789,-0.000627711
2014/08/08-13:45,6394,6456,0,0.000309885,-0.000309885
2014/08/08-13:50,6394,6456,0,0,0
2014/08/08-13:55,6392,6454,-0.000312793,-0.000309789,-3.00E-06
2014/08/08-14:00,6390,6452,-0.000312891,-0.000309885,-3.01E-06
2014/08/08-14:05,6394,6454,0.000625978,0.000309981,0.000315997
2014/08/08-14:10,6392,6454,-0.000312793,0,-0.000312793
2014/08/08-14:15,6396,6456,0.000625782,0.000309885,0.000315897
2014/08/08-14:20,6392,6456,-0.000625391,0,-0.000625391
2014/08/08-14:25,6392,6456,0,0,0
2014/08/08-14:30,6394,6454,0.000312891,-0.000309789,0.00062268
2014/08/08-14:35,6392,6456,-0.000312793,0.000309885,-0.000622679
2014/08/08-14:40,6392,6458,0,0.000309789,-0.000309789
2014/08/08-14:45,6394,6456,0.000312891,-0.000309693,0.000622585
2014/08/08-14:50,6406,6466,0.001876759,0.001548947,0.000327813
2014/08/08-14:55,6406,6464,0,-0.00030931,0.00030931
2014/08/08-15:00,6410,6466,0.000624415,0.000309406,0.000315009
2014/08/11-09:05,6410,6470,0,0.00061862,-0.00061862
2014/08/11-09:10,6420,6476,0.001560062,0.000927357,0.000632705
2014/08/11-09:15,6422,6486,0.000311526,0.001544163,-0.001232637
2014/08/11-09:20,6424,6478,0.000311429,-0.001233426,0.001544855
2014/08/11-09:25,6418,6468,-0.000933998,-0.001543686,0.000609689
2014/08/11-09:30,6414,6472,-0.000623247,0.000618429,-0.001241676
2014/08/11-09:35,6412,6470,-0.000311818,-0.000309023,-2.79E-06
2014/08/11-09:40,6410,6468,-0.000311915,-0.000309119,-2.80E-06
2014/08/11-09:45,6410,6468,0,0,0
2014/08/11-09:50,6406,6466,-0.000624025,-0.000309215,-0.00031481
2014/08/11-09:55,6408,6462,0.000312207,-0.00061862,0.000930828
2014/08/11-10:00,6414,6466,0.00093633,0.000619003,0.000317326
2014/08/11-10:05,6412,6468,-0.000311818,0.00030931,-0.000621128
2014/08/11-10:10,6410,6468,-0.000311915,0,-0.000311915
2014/08/11-10:15,6410,6472,0,0.000618429,-0.000618429
2014/08/11-10:35,6408,6468,-0.000312012,-0.000618047,0.000306034
2014/08/11-10:40,6408,6466,0,-0.000309215,0.000309215
2014/08/11-10:45,6408,6466,0,0,0
2014/08/11-10:50,6408,6464,0,-0.00030931,0.00030931
2014/08/11-10:55,6412,6466,0.00062422,0.000309406,0.000314814
2014/08/11-11:00,6412,6464,0,-0.00030931,0.00030931
2014/08/11-11:05,6410,6466,-0.000311915,0.000309406,-0.000621321
2014/08/11-11:10,6408,6466,-0.000312012,0,-0.000312012
2014/08/11-11:15,6410,6466,0.00031211,0,0.00031211
2014/08/11-11:20,6408,6468,-0.000312012,0.00030931,-0.000621323
2014/08/11-11:25,6410,6468,0.00031211,0,0.00031211
2014/08/11-11:30,6410,6466,0,-0.000309215,0.000309215
2014/08/11-13:35,6400,6458,-0.001560062,-0.001237241,-0.000322821
2014/08/11-13:40,6402,6456,0.0003125,-0.000309693,0.000622193
2014/08/11-13:45,6404,6456,0.000312402,0,0.000312402
2014/08/11-13:50,6400,6454,-0.00062461,-0.000309789,-0.00031482
2014/08/11-13:55,6400,6454,0,0,0
2014/08/11-14:00,6396,6454,-0.000625,0,-0.000625
2014/08/11-14:05,6398,6452,0.000312695,-0.000309885,0.000622581
2014/08/11-14:10,6400,6454,0.000312598,0.000309981,2.62E-06
2014/08/11-14:15,6398,6454,-0.0003125,0,-0.0003125
2014/08/11-14:20,6398,6450,0,-0.000619771,0.000619771
2014/08/11-14:25,6400,6450,0.000312598,0,0.000312598
2014/08/11-14:30,6400,6454,0,0.000620155,-0.000620155
2014/08/11-14:35,6400,6454,0,0,0
2014/08/11-14:40,6396,6452,-0.000625,-0.000309885,-0.000315115
2014/08/11-14:45,6396,6456,0,0.000619963,-0.000619963
2014/08/11-14:50,6398,6456,0.000312695,0,0.000312695
2014/08/11-14:55,6398,6460,0,0.000619579,-0.000619579
2014/08/11-15:00,6396,6458,-0.000312598,-0.000309598,-3.00E-06
2014/08/12-09:05,6350,6414,-0.007191995,-0.006813255,-0.00037874
2014/08/12-09:10,6338,6406,-0.001889764,-0.001247272,-0.000642492
2014/08/12-09:15,6336,6408,-0.000315557,0.000312207,-0.000627764
2014/08/12-09:20,6324,6396,-0.001893939,-0.001872659,-2.13E-05
2014/08/12-09:25,6328,6396,0.000632511,0,0.000632511
2014/08/12-09:30,6334,6398,0.000948167,0.000312695,0.000635471
2014/08/12-09:35,6328,6400,-0.000947269,0.000312598,-0.001259866
2014/08/12-09:40,6330,6400,0.000316056,0,0.000316056
2014/08/12-09:45,6330,6404,0,0.000625,-0.000625
2014/08/12-09:50,6328,6404,-0.000315956,0,-0.000315956
2014/08/12-09:55,6332,6402,0.000632111,-0.000312305,0.000944416
2014/08/12-10:00,6326,6400,-0.000947568,-0.000312402,-0.000635166
2014/08/12-10:05,6328,6400,0.000316156,0,0.000316156
2014/08/12-10:10,6330,6406,0.000316056,0.0009375,-0.000621444
2014/08/12-10:15,6328,6406,-0.000315956,0,-0.000315956
2014/08/12-10:35,6324,6406,-0.000632111,0,-0.000632111
2014/08/12-10:40,6330,6412,0.000948767,0.000936622,1.21E-05
2014/08/12-10:45,6330,6408,0,-0.00062383,0.00062383
2014/08/12-10:50,6330,6412,0,0.00062422,-0.00062422
2014/08/12-10:55,6332,6412,0.000315956,0,0.000315956
2014/08/12-11:00,6330,6402,-0.000315856,-0.001559576,0.00124372
2014/08/12-11:05,6328,6402,-0.000315956,0,-0.000315956
2014/08/12-11:10,6326,6400,-0.000316056,-0.000312402,-3.65E-06
2014/08/12-11:15,6326,6400,0,0,0
2014/08/12-11:20,6332,6402,0.000948467,0.0003125,0.000635967
2014/08/12-11:25,6336,6404,0.000631712,0.000312402,0.00031931
2014/08/12-11:30,6338,6404,0.000315657,0,0.000315657
2014/08/12-13:35,6330,6398,-0.001262228,-0.000936914,-0.000325313
2014/08/12-13:40,6332,6398,0.000315956,0,0.000315956
2014/08/12-13:45,6334,6396,0.000315856,-0.000312598,0.000628454
2014/08/12-13:50,6330,6398,-0.000631512,0.000312695,-0.000944208
2014/08/12-13:55,6330,6396,0,-0.000312598,0.000312598
2014/08/12-14:00,6324,6396,-0.000947867,0,-0.000947867
2014/08/12-14:05,6330,6396,0.000948767,0,0.000948767
2014/08/12-14:10,6326,6396,-0.000631912,0,-0.000631912
2014/08/12-14:15,6326,6398,0,0.000312695,-0.000312695
2014/08/12-14:20,6324,6398,-0.000316156,0,-0.000316156
2014/08/12-14:25,6316,6394,-0.001265022,-0.000625195,-0.000639827
2014/08/12-14:30,6316,6392,0,-0.000312793,0.000312793
2014/08/12-14:35,6312,6384,-0.000633312,-0.001251564,0.000618252
2014/08/12-14:40,6314,6386,0.000316857,0.000313283,3.57E-06
2014/08/12-14:45,6314,6388,0,0.000313185,-0.000313185
2014/08/12-14:50,6324,6404,0.001583782,0.002504696,-0.000920914
2014/08/12-14:55,6326,6404,0.000316256,0,0.000316256
2014/08/12-15:00,6322,6392,-0.000632311,-0.001873829,0.001241518
2014/08/13-09:05,6338,6406,0.002530845,0.002190238,0.000340607
2014/08/13-09:10,6340,6404,0.000315557,-0.000312207,0.000627764
2014/08/13-09:15,6336,6404,-0.000630915,0,-0.000630915
2014/08/13-09:20,6338,6404,0.000315657,0,0.000315657
2014/08/13-09:25,6340,6406,0.000315557,0.000312305,3.25E-06
2014/08/13-09:30,6338,6408,-0.000315457,0.000312207,-0.000627665
2014/08/13-09:35,6338,6408,0,0,0
2014/08/13-09:40,6334,6398,-0.000631114,-0.001560549,0.000929435
2014/08/13-09:45,6334,6400,0,0.000312598,-0.000312598
2014/08/13-09:50,6332,6398,-0.000315756,-0.0003125,-3.26E-06
2014/08/13-09:55,6336,6396,0.000631712,-0.000312598,0.00094431
2014/08/13-10:00,6334,6396,-0.000315657,0,-0.000315657
2014/08/13-10:05,6334,6396,0,0,0
2014/08/13-10:10,6340,6400,0.000947269,0.000625391,0.000321878
2014/08/13-10:15,6340,6400,0,0,0
2014/08/13-10:35,6342,6400,0.000315457,0,0.000315457
2014/08/13-10:40,6338,6404,-0.000630716,0.000625,-0.001255716
2014/08/13-10:45,6338,6400,0,-0.00062461,0.00062461
2014/08/13-10:50,6334,6400,-0.000631114,0,-0.000631114
2014/08/13-10:55,6334,6396,0,-0.000625,0.000625
2014/08/13-11:00,6328,6392,-0.000947269,-0.000625391,-0.000321878
2014/08/13-11:05,6326,6390,-0.000316056,-0.000312891,-3.16E-06
2014/08/13-11:10,6326,6392,0,0.000312989,-0.000312989
2014/08/13-11:15,6326,6394,0,0.000312891,-0.000312891
2014/08/13-11:20,6328,6392,0.000316156,-0.000312793,0.000628949
2014/08/13-11:25,6330,6394,0.000316056,0.000312891,3.16E-06
2014/08/13-11:30,6330,6396,0,0.000312793,-0.000312793
2014/08/13-13:35,6326,6392,-0.000631912,-0.000625391,-6.52E-06
2014/08/13-13:40,6324,6390,-0.000316156,-0.000312891,-3.26E-06
2014/08/13-13:45,6324,6390,0,0,0
2014/08/13-13:50,6324,6388,0,-0.000312989,0.000312989
2014/08/13-13:55,6316,6380,-0.001265022,-0.001252348,-1.27E-05
2014/08/13-14:00,6318,6380,0.000316656,0,0.000316656
2014/08/13-14:05,6318,6378,0,-0.00031348,0.00031348
2014/08/13-14:10,6320,6378,0.000316556,0,0.000316556
2014/08/13-14:15,6320,6380,0,0.000313578,-0.000313578
2014/08/13-14:20,6322,6382,0.000316456,0.00031348,2.98E-06
2014/08/13-14:25,6320,6380,-0.000316356,-0.000313381,-2.97E-06
2014/08/13-14:30,6322,6386,0.000316456,0.000940439,-0.000623983
2014/08/13-14:35,6322,6380,0,-0.000939555,0.000939555
2014/08/13-14:40,6322,6382,0,0.00031348,-0.00031348
2014/08/13-14:45,6320,6382,-0.000316356,0,-0.000316356
2014/08/13-14:50,6318,6376,-0.000316456,-0.000940144,0.000623688
2014/08/13-14:55,6316,6374,-0.000316556,-0.000313676,-2.88E-06
2014/08/13-15:00,6312,6370,-0.000633312,-0.000627549,-5.76E-06
2014/08/14-09:05,6220,6288,-0.014575412,-0.012872841,-0.00170257
2014/08/14-09:10,6196,6258,-0.003858521,-0.004770992,0.000912471
2014/08/14-09:15,6204,6264,0.001291156,0.000958773,0.000332383
2014/08/14-09:20,6158,6224,-0.007414571,-0.006385696,-0.001028875
2014/08/14-09:25,6164,6226,0.000974342,0.000321337,0.000653006
2014/08/14-09:30,6174,6234,0.001622323,0.001284934,0.000337389
2014/08/14-09:35,6174,6232,0,-0.000320821,0.000320821
2014/08/14-09:40,6160,6212,-0.002267574,-0.003209243,0.000941669
2014/08/14-09:45,6156,6202,-0.000649351,-0.001609788,0.000960437
2014/08/14-09:50,6134,6178,-0.003573749,-0.003869719,0.00029597
2014/08/14-09:55,6138,6182,0.000652103,0.000647459,4.64E-06
2014/08/14-10:00,6140,6182,0.000325839,0,0.000325839
2014/08/14-10:05,6138,6182,-0.000325733,0,-0.000325733
2014/08/14-10:10,6136,6182,-0.000325839,0,-0.000325839
2014/08/14-10:15,6144,6190,0.001303781,0.00129408,9.70E-06
2014/08/14-10:35,6144,6192,0,0.000323102,-0.000323102
2014/08/14-10:40,6142,6192,-0.000325521,0,-0.000325521
2014/08/14-10:45,6140,6188,-0.000325627,-0.000645995,0.000320368
2014/08/14-10:50,6140,6184,0,-0.000646412,0.000646412
2014/08/14-10:55,6136,6184,-0.000651466,0,-0.000651466
2014/08/14-11:00,6144,6188,0.001303781,0.000646831,0.00065695
2014/08/14-11:05,6148,6194,0.000651042,0.000969619,-0.000318577
2014/08/14-11:10,6152,6194,0.000650618,0,0.000650618
2014/08/14-11:15,6148,6190,-0.000650195,-0.000645786,-4.41E-06
2014/08/14-11:20,6144,6188,-0.000650618,-0.000323102,-0.000327516
2014/08/14-11:25,6144,6184,0,-0.000646412,0.000646412
2014/08/14-11:30,6140,6188,-0.000651042,0.000646831,-0.001297872
2014/08/14-13:35,6134,6176,-0.000977199,-0.001939237,0.000962039
2014/08/14-13:40,6136,6176,0.000326052,0,0.000326052
2014/08/14-13:45,6136,6178,0,0.000323834,-0.000323834
2014/08/14-13:50,6142,6178,0.000977836,0,0.000977836
2014/08/14-13:55,6138,6176,-0.000651254,-0.000323729,-0.000327524
2014/08/14-14:00,6138,6176,0,0,0
2014/08/14-14:05,6134,6174,-0.000651678,-0.000323834,-0.000327844
2014/08/14-14:10,6134,6178,0,0.000647878,-0.000647878
2014/08/14-14:15,6120,6170,-0.002282361,-0.001294917,-0.000987443
2014/08/14-14:20,6128,6176,0.00130719,0.000972447,0.000334742
2014/08/14-14:25,6130,6178,0.000326371,0.000323834,2.54E-06
2014/08/14-14:30,6126,6174,-0.000652529,-0.000647459,-5.07E-06
2014/08/14-14:35,6130,6174,0.000652955,0,0.000652955
2014/08/14-14:40,6126,6172,-0.000652529,-0.000323939,-0.000328589
2014/08/14-14:45,6128,6172,0.000326477,0,0.000326477
2014/08/14-14:50,6124,6168,-0.000652742,-0.000648088,-4.65E-06
2014/08/14-14:55,6104,6144,-0.003265839,-0.003891051,0.000625211
2014/08/14-15:00,6112,6156,0.001310616,0.001953125,-0.000642509
2014/08/15-09:05,6112,6158,0,0.000324886,-0.000324886
2014/08/15-09:10,6106,6154,-0.000981675,-0.000649562,-0.000332114
2014/08/15-09:15,6100,6148,-0.00098264,-0.000974976,-7.66E-06
2014/08/15-09:20,6096,6144,-0.000655738,-0.000650618,-5.12E-06
2014/08/15-09:25,6098,6148,0.000328084,0.000651042,-0.000322958
2014/08/15-09:30,6108,6154,0.001639882,0.000975927,0.000663955
2014/08/15-09:35,6104,6156,-0.000654879,0.000324992,-0.000979871
2014/08/15-09:40,6104,6154,0,-0.000324886,0.000324886
2014/08/15-09:45,6102,6158,-0.000327654,0.000649984,-0.000977638
2014/08/15-09:50,6108,6162,0.000983284,0.000649562,0.000333723
2014/08/15-09:55,6102,6156,-0.000982318,-0.00097371,-8.61E-06
2014/08/15-10:00,6106,6158,0.000655523,0.000324886,0.000330636
2014/08/15-10:05,6108,6158,0.000327547,0,0.000327547
2014/08/15-10:10,6104,6158,-0.000654879,0,-0.000654879
2014/08/15-10:15,6098,6148,-0.000982962,-0.001623904,0.000640942
2014/08/15-10:35,6102,6154,0.000655953,0.000975927,-0.000319974
2014/08/15-10:40,6102,6158,0,0.000649984,-0.000649984
2014/08/15-10:45,6104,6158,0.000327761,0,0.000327761
2014/08/15-10:50,6112,6160,0.001310616,0.000324781,0.000985835
2014/08/15-10:55,6112,6160,0,0,0
2014/08/15-11:00,6116,6160,0.00065445,0,0.00065445
2014/08/15-11:05,6112,6156,-0.000654022,-0.000649351,-4.67E-06
2014/08/15-11:10,6112,6156,0,0,0
2014/08/15-11:15,6110,6158,-0.000327225,0.000324886,-0.000652111
2014/08/15-11:20,6112,6158,0.000327332,0,0.000327332
2014/08/15-11:25,6114,6158,0.000327225,0,0.000327225
2014/08/15-11:30,6112,6158,-0.000327118,0,-0.000327118
