Datetime,Y,O,return_y,return_0,diff
2014/02/21-09:30,6910,7118,0,0.000562272,-0.000562272
2014/02/21-09:35,6916,7120,0.000868307,0.000280978,0.000587329
2014/02/21-09:40,6920,7128,0.000578369,0.001123596,-0.000545227
2014/02/21-09:45,6930,7132,0.001445087,0.000561167,0.000883919
2014/02/21-09:50,6918,7130,-0.001731602,-0.000280426,-0.001451175
2014/02/21-09:55,6914,7134,-0.000578202,0.00056101,-0.001139212
2014/02/21-10:00,6910,7132,-0.000578536,-0.000280348,-0.000298189
2014/02/21-10:05,6908,7132,-0.000289436,0,-0.000289436
2014/02/21-10:10,6910,7126,0.000289519,-0.000841279,0.001130798
2014/02/21-10:15,6912,7126,0.000289436,0,0.000289436
2014/02/21-10:35,6898,7118,-0.002025463,-0.001122649,-0.000902814
2014/02/21-10:40,6900,7120,0.000289939,0.000280978,8.96E-06
2014/02/21-10:45,6896,7114,-0.00057971,-0.000842697,0.000262986
2014/02/21-10:50,6896,7114,0,0,0
2014/02/21-10:55,6880,7108,-0.002320186,-0.000843407,-0.001476778
2014/02/21-11:00,6888,7108,0.001162791,0,0.001162791
2014/02/21-11:05,6892,7114,0.00058072,0.000844119,-0.000263399
2014/02/21-11:10,6882,7108,-0.001450958,-0.000843407,-0.00060755
2014/02/21-11:15,6880,7110,-0.000290613,0.000281373,-0.000571986
2014/02/21-11:20,6882,7106,0.000290698,-0.000562588,0.000853286
2014/02/21-11:25,6878,7108,-0.000581226,0.000281452,-0.000862679
2014/02/21-11:30,6876,7102,-0.000290782,-0.000844119,0.000553337
2014/02/21-13:35,6878,7108,0.000290867,0.000844832,-0.000553966
2014/02/21-13:40,6880,7106,0.000290782,-0.000281373,0.000572155
2014/02/21-13:45,6878,7104,-0.000290698,-0.000281452,-9.25E-06
2014/02/21-13:50,6880,7104,0.000290782,0,0.000290782
2014/02/21-13:55,6882,7116,0.000290698,0.001689189,-0.001398492
2014/02/21-14:00,6884,7112,0.000290613,-0.000562114,0.000852727
2014/02/21-14:05,6884,7114,0,0.000281215,-0.000281215
2014/02/21-14:10,6882,7110,-0.000290529,-0.000562272,0.000271743
2014/02/21-14:15,6878,7108,-0.000581226,-0.000281294,-0.000299932
2014/02/21-14:20,6874,7106,-0.000581564,-0.000281373,-0.000300191
2014/02/21-14:25,6876,7108,0.000290951,0.000281452,9.50E-06
2014/02/21-14:30,6872,7104,-0.000581734,-0.000562746,-1.90E-05
2014/02/21-14:35,6872,7104,0,0,0
2014/02/21-14:40,6870,7100,-0.000291036,-0.000563063,0.000272027
2014/02/21-14:45,6872,7102,0.000291121,0.00028169,9.43E-06
2014/02/21-14:50,6866,7100,-0.000873108,-0.000281611,-0.000591497
2014/02/21-14:55,6866,7106,0,0.00084507,-0.00084507
2014/02/21-15:00,6874,7104,0.001165162,-0.000281452,0.001446614
2014/02/24-09:05,6902,7130,0.00407332,0.00365991,0.00041341
2014/02/24-09:10,6882,7102,-0.002897711,-0.003927069,0.001029358
2014/02/24-09:15,6894,7112,0.001743679,0.001408054,0.000335625
2014/02/24-09:20,6902,7112,0.001160429,0,0.001160429
2014/02/24-09:25,6900,7116,-0.000289771,0.00056243,-0.000852201
2014/02/24-09:30,6892,7106,-0.00115942,-0.001405284,0.000245864
2014/02/24-09:35,6888,7100,-0.000580383,-0.000844357,0.000263974
2014/02/24-09:40,6886,7090,-0.00029036,-0.001408451,0.001118091
2014/02/24-09:45,6870,7078,-0.002323555,-0.001692525,-0.00063103
2014/02/24-09:50,6878,7084,0.001164483,0.000847697,0.000316786
2014/02/24-09:55,6878,7084,0,0,0
2014/02/24-10:00,6888,7092,0.001453911,0.001129305,0.000324606
2014/02/24-10:05,6900,7106,0.00174216,0.001974055,-0.000231895
2014/02/24-10:10,6894,7100,-0.000869565,-0.000844357,-2.52E-05
2014/02/24-10:15,6892,7100,-0.000290107,0,-0.000290107
2014/02/24-10:35,6894,7096,0.000290192,-0.00056338,0.000853572
2014/02/24-10:40,6884,7088,-0.001450537,-0.001127396,-0.000323141
2014/02/24-10:45,6886,7090,0.000290529,0.000282167,8.36E-06
2014/02/24-10:50,6888,7088,0.000290444,-0.000282087,0.000572532
2014/02/24-10:55,6888,7094,0,0.000846501,-0.000846501
2014/02/24-11:00,6888,7094,0,0,0
2014/02/24-11:05,6890,7100,0.00029036,0.000845785,-0.000555425
2014/02/24-11:10,6904,7114,0.00203193,0.001971831,6.01E-05
2014/02/24-11:15,6902,7120,-0.000289687,0.000843407,-0.001133095
2014/02/24-11:20,6908,7122,0.000869313,0.000280899,0.000588414
2014/02/24-11:25,6904,7122,-0.000579039,0,-0.000579039
2014/02/24-11:30,6904,7122,0,0,0
2014/02/24-13:35,6912,7128,0.001158749,0.00084246,0.000316289
2014/02/24-13:40,6914,7128,0.000289352,0,0.000289352
2014/02/24-13:45,6908,7130,-0.000867804,0.000280584,-0.001148388
2014/02/24-13:50,6912,7124,0.000579039,-0.000841515,0.001420554
2014/02/24-13:55,6922,7134,0.001446759,0.001403706,4.31E-05
2014/02/24-14:00,6914,7130,-0.001155735,-0.000560695,-0.00059504
2014/02/24-14:05,6910,7126,-0.000578536,-0.00056101,-1.75E-05
2014/02/24-14:10,6910,7124,0,-0.000280662,0.000280662
2014/02/24-14:15,6912,7126,0.000289436,0.000280741,8.69E-06
2014/02/24-14:20,6914,7120,0.000289352,-0.000841987,0.001131339
2014/02/24-14:25,6912,7122,-0.000289268,0.000280899,-0.000570167
2014/02/24-14:30,6914,7122,0.000289352,0,0.000289352
2014/02/24-14:35,6914,7122,0,0,0
2014/02/24-14:40,6912,7122,-0.000289268,0,-0.000289268
2014/02/24-14:45,6912,7120,0,-0.00028082,0.00028082
2014/02/24-14:50,6912,7122,0,0.000280899,-0.000280899
2014/02/24-14:55,6916,7126,0.000578704,0.00056164,1.71E-05
2014/02/24-15:00,6920,7126,0.000578369,0,0.000578369
2014/02/25-09:05,6892,7098,-0.004046243,-0.003929273,-0.00011697
2014/02/25-09:10,6890,7108,-0.000290192,0.001408848,-0.001699039
2014/02/25-09:15,6890,7102,0,-0.000844119,0.000844119
2014/02/25-09:20,6888,7108,-0.000290276,0.000844832,-0.001135108
2014/02/25-09:25,6876,7102,-0.00174216,-0.000844119,-0.000898041
2014/02/25-09:30,6884,7100,0.001163467,-0.000281611,0.001445078
2014/02/25-09:35,6888,7096,0.000581058,-0.00056338,0.001144438
2014/02/25-09:40,6886,7100,-0.00029036,0.000563698,-0.000854058
2014/02/25-09:45,6894,7102,0.001161778,0.00028169,0.000880087
2014/02/25-09:50,6890,7104,-0.000580215,0.000281611,-0.000861825
2014/02/25-09:55,6894,7104,0.000580552,0,0.000580552
2014/02/25-10:00,6890,7100,-0.000580215,-0.000563063,-1.72E-05
2014/02/25-10:05,6892,7098,0.000290276,-0.00028169,0.000571966
2014/02/25-10:10,6890,7096,-0.000290192,-0.00028177,-8.42E-06
2014/02/25-10:15,6886,7094,-0.000580552,-0.000281849,-0.000298703
2014/02/25-10:35,6882,7088,-0.000580889,-0.000845785,0.000264896
2014/02/25-10:40,6876,7084,-0.00087184,-0.000564334,-0.000307505
2014/02/25-10:45,6866,7066,-0.001454334,-0.002540937,0.001086603
2014/02/25-10:50,6872,7074,0.000873871,0.001132182,-0.000258311
2014/02/25-10:55,6876,7084,0.000582072,0.001413627,-0.000831555
2014/02/25-11:00,6876,7080,0,-0.000564653,0.000564653
2014/02/25-11:05,6874,7078,-0.000290867,-0.000282486,-8.38E-06
2014/02/25-11:10,6880,7080,0.000872854,0.000282566,0.000590289
2014/02/25-11:15,6878,7080,-0.000290698,0,-0.000290698
2014/02/25-11:20,6880,7082,0.000290782,0.000282486,8.30E-06
2014/02/25-11:25,6882,7088,0.000290698,0.000847218,-0.000556521
2014/02/25-11:30,6888,7098,0.00087184,0.001410835,-0.000538996
2014/02/25-13:35,6890,7094,0.00029036,-0.000563539,0.000853899
2014/02/25-13:40,6894,7094,0.000580552,0,0.000580552
2014/02/25-13:45,6898,7106,0.000580215,0.00169157,-0.001111356
2014/02/25-13:50,6898,7106,0,0,0
2014/02/25-13:55,6898,7106,0,0,0
2014/02/25-14:00,6896,7102,-0.000289939,-0.000562905,0.000272965
2014/02/25-14:05,6894,7100,-0.000290023,-0.000281611,-8.41E-06
2014/02/25-14:10,6894,7100,0,0,0
2014/02/25-14:15,6898,7100,0.000580215,0,0.000580215
2014/02/25-14:20,6890,7096,-0.001159756,-0.00056338,-0.000596376
2014/02/25-14:25,6890,7096,0,0,0
2014/02/25-14:30,6892,7102,0.000290276,0.000845547,-0.000555271
2014/02/25-14:35,6888,7098,-0.000580383,-0.000563222,-1.72E-05
2014/02/25-14:40,6884,7088,-0.00058072,-0.001408848,0.000828127
2014/02/25-14:45,6884,7086,0,-0.000282167,0.000282167
2014/02/25-14:50,6876,7078,-0.001162115,-0.001128987,-3.31E-05
2014/02/25-14:55,6882,7082,0.0008726,0.000565131,0.000307469
2014/02/25-15:00,6880,7086,-0.000290613,0.000564812,-0.000855425
2014/02/26-09:05,6872,7070,-0.001162791,-0.002257973,0.001095183
2014/02/26-09:10,6858,7058,-0.002037253,-0.001697313,-0.00033994
2014/02/26-09:15,6854,7054,-0.00058326,-0.000566733,-1.65E-05
2014/02/26-09:20,6826,7020,-0.004085206,-0.00481996,0.000734755
2014/02/26-09:25,6824,7028,-0.000292997,0.001139601,-0.001432599
2014/02/26-09:30,6828,7032,0.000586166,0.000569152,1.70E-05
2014/02/26-09:35,6834,7030,0.000878735,-0.000284414,0.001163149
2014/02/26-09:40,6836,7034,0.000292654,0.00056899,-0.000276336
2014/02/26-09:45,6834,7028,-0.000292569,-0.000853,0.000560431
2014/02/26-09:50,6836,7038,0.000292654,0.00142288,-0.001130226
2014/02/26-09:55,6832,7036,-0.000585138,-0.000284172,-0.000300966
2014/02/26-10:00,6828,7032,-0.00058548,-0.000568505,-1.70E-05
2014/02/26-10:05,6834,7036,0.000878735,0.000568828,0.000309906
2014/02/26-10:10,6826,7034,-0.001170618,-0.000284252,-0.000886365
2014/02/26-10:15,6828,7036,0.000292997,0.000284333,8.66E-06
2014/02/26-10:35,6830,7036,0.000292912,0,0.000292912
2014/02/26-10:40,6832,7038,0.000292826,0.000284252,8.57E-06
2014/02/26-10:45,6834,7040,0.00029274,0.000284172,8.57E-06
2014/02/26-10:50,6830,7036,-0.000585309,-0.000568182,-1.71E-05
2014/02/26-10:55,6830,7036,0,0,0
2014/02/26-11:00,6840,7042,0.001464129,0.000852757,0.000611372
2014/02/26-11:05,6848,7054,0.001169591,0.001704061,-0.000534471
2014/02/26-11:10,6856,7068,0.001168224,0.00198469,-0.000816465
2014/02/26-11:15,6854,7068,-0.000291715,0,-0.000291715
2014/02/26-11:20,6848,7062,-0.000875401,-0.000848896,-2.65E-05
2014/02/26-11:25,6850,7060,0.000292056,-0.000283206,0.000575262
2014/02/26-11:30,6848,7070,-0.000291971,0.001416431,-0.001708401
2014/02/26-13:35,6860,7066,0.001752336,-0.000565771,0.002318107
2014/02/26-13:40,6858,7064,-0.000291545,-0.000283046,-8.50E-06
2014/02/26-13:45,6858,7066,0,0.000283126,-0.000283126
2014/02/26-13:50,6856,7062,-0.00029163,-0.000566091,0.000274461
2014/02/26-13:55,6854,7062,-0.000291715,0,-0.000291715
2014/02/26-14:00,6850,7062,-0.000583601,0,-0.000583601
2014/02/26-14:05,6848,7056,-0.000291971,-0.000849618,0.000557647
2014/02/26-14:10,6852,7066,0.000584112,0.001417234,-0.000833121
2014/02/26-14:15,6854,7064,0.000291886,-0.000283046,0.000574931
2014/02/26-14:20,6852,7064,-0.0002918,0,-0.0002918
2014/02/26-14:25,6854,7064,0.000291886,0,0.000291886
2014/02/26-14:30,6856,7064,0.0002918,0,0.0002918
2014/02/26-14:35,6858,7064,0.000291715,0,0.000291715
2014/02/26-14:40,6848,7058,-0.001458151,-0.000849377,-0.000608774
2014/02/26-14:45,6856,7062,0.001168224,0.000566733,0.000601492
2014/02/26-14:50,6864,7074,0.001166861,0.001699235,-0.000532374
2014/02/26-14:55,6872,7086,0.001165501,0.001696353,-0.000530852
2014/02/26-15:00,6876,7086,0.000582072,0,0.000582072
2014/02/27-09:05,6914,7120,0.005526469,0.004798194,0.000728275
2014/02/27-09:10,6908,7112,-0.000867804,-0.001123596,0.000255791
2014/02/27-09:15,6914,7124,0.000868558,0.001687289,-0.000818731
2014/02/27-09:20,6926,7132,0.001735609,0.001122965,0.000612644
2014/02/27-09:25,6948,7146,0.003176437,0.001962984,0.001213453
2014/02/27-09:30,6938,7134,-0.001439263,-0.001679261,0.000239998
2014/02/27-09:35,6936,7130,-0.000288268,-0.000560695,0.000272428
2014/02/27-09:40,6938,7136,0.000288351,0.000841515,-0.000553164
2014/02/27-09:45,6944,7136,0.000864803,0,0.000864803
2014/02/27-09:50,6950,7144,0.000864055,0.001121076,-0.000257021
2014/02/27-09:55,6960,7146,0.001438849,0.000279955,0.001158894
2014/02/27-10:00,6960,7148,0,0.000279877,-0.000279877
2014/02/27-10:05,6964,7150,0.000574713,0.000279799,0.000294914
2014/02/27-10:10,6954,7142,-0.001435956,-0.001118881,-0.000317075
2014/02/27-10:15,6954,7140,0,-0.000280034,0.000280034
2014/02/27-10:35,6948,7138,-0.000862813,-0.000280112,-0.000582701
2014/02/27-10:40,6936,7134,-0.001727116,-0.000560381,-0.001166735
2014/02/27-10:45,6946,7134,0.001441753,0,0.001441753
2014/02/27-10:50,6950,7136,0.000575871,0.000280348,0.000295523
2014/02/27-10:55,6946,7134,-0.00057554,-0.000280269,-0.000295271
2014/02/27-11:00,6942,7130,-0.000575871,-0.000560695,-1.52E-05
2014/02/27-11:05,6940,7134,-0.000288101,0.00056101,-0.000849111
2014/02/27-11:10,6940,7128,0,-0.000841043,0.000841043
2014/02/27-11:15,6944,7132,0.000576369,0.000561167,1.52E-05
2014/02/27-11:20,6954,7136,0.001440092,0.000560852,0.00087924
2014/02/27-11:25,6946,7136,-0.001150417,0,-0.001150417
2014/02/27-11:30,6942,7132,-0.000575871,-0.000560538,-1.53E-05
2014/02/27-13:35,6940,7134,-0.000288101,0.000280426,-0.000568528
2014/02/27-13:40,6942,7132,0.000288184,-0.000280348,0.000568532
2014/02/27-13:45,6942,7132,0,0,0
2014/02/27-13:50,6946,7138,0.000576203,0.000841279,-0.000265076
2014/02/27-13:55,6942,7136,-0.000575871,-0.000280191,-0.00029568
2014/02/27-14:00,6932,7130,-0.001440507,-0.000840807,-0.0005997
2014/02/27-14:05,6930,7114,-0.000288517,-0.002244039,0.001955522
2014/02/27-14:10,6930,7118,0,0.000562272,-0.000562272
2014/02/27-14:15,6932,7120,0.0002886,0.000280978,7.62E-06
2014/02/27-14:20,6926,7116,-0.000865551,-0.000561798,-0.000303753
2014/02/27-14:25,6930,7122,0.000577534,0.00084317,-0.000265636
2014/02/27-14:30,6932,7124,0.0002886,0.00028082,7.78E-06
2014/02/27-14:35,6930,7116,-0.000288517,-0.001122965,0.000834448
2014/02/27-14:40,6930,7124,0,0.001124227,-0.001124227
2014/02/27-14:45,6930,7116,0,-0.001122965,0.001122965
2014/02/27-14:50,6926,7114,-0.000577201,-0.000281057,-0.000296144
2014/02/27-14:55,6930,7122,0.000577534,0.001124543,-0.000547009
2014/02/27-15:00,6928,7116,-0.0002886,-0.00084246,0.00055386
2014/02/28-09:05,6858,7040,-0.010103926,-0.010680157,0.000576231
2014/02/28-09:10,6862,7056,0.00058326,0.002272727,-0.001689467
2014/02/28-09:15,6862,7052,0,-0.000566893,0.000566893
2014/02/28-09:20,6866,7060,0.00058292,0.00113443,-0.00055151
2014/02/28-09:25,6864,7062,-0.00029129,0.000283286,-0.000574577
2014/02/28-09:30,6860,7060,-0.000582751,-0.000283206,-0.000299545
2014/02/28-09:35,6862,7060,0.000291545,0,0.000291545
2014/02/28-09:40,6856,7054,-0.000874381,-0.000849858,-2.45E-05
2014/02/28-09:45,6862,7062,0.000875146,0.001134108,-0.000258962
2014/02/28-09:50,6864,7066,0.00029146,0.000566412,-0.000274952
2014/02/28-09:55,6854,7056,-0.001456876,-0.001415228,-4.16E-05
2014/02/28-10:00,6850,7050,-0.000583601,-0.00085034,0.000266739
2014/02/28-10:05,6846,7050,-0.000583942,0,-0.000583942
2014/02/28-10:10,6842,7048,-0.000584283,-0.000283688,-0.000300595
2014/02/28-10:15,6844,7048,0.000292312,0,0.000292312
2014/02/28-10:35,6836,7046,-0.001168907,-0.000283768,-0.000885139
2014/02/28-10:40,6850,7052,0.002047981,0.000851547,0.001196434
2014/02/28-10:45,6850,7050,0,-0.000283607,0.000283607
2014/02/28-10:50,6846,7050,-0.000583942,0,-0.000583942
2014/02/28-10:55,6846,7046,0,-0.000567376,0.000567376
2014/02/28-11:00,6844,7046,-0.000292141,0,-0.000292141
2014/02/28-11:05,6846,7044,0.000292227,-0.000283849,0.000576076
2014/02/28-11:10,6844,7048,-0.000292141,0.000567859,-0.000860001
2014/02/28-11:15,6844,7050,0,0.000283768,-0.000283768
2014/02/28-11:20,6836,7044,-0.001168907,-0.000851064,-0.000317843
2014/02/28-11:25,6832,7042,-0.000585138,-0.00028393,-0.000301208
2014/02/28-11:30,6838,7046,0.00087822,0.00056802,0.0003102
2014/02/28-13:35,6838,7044,0,-0.000283849,0.000283849
2014/02/28-13:40,6838,7048,0,0.000567859,-0.000567859
2014/02/28-13:45,6840,7048,0.000292483,0,0.000292483
2014/02/28-13:50,6840,7048,0,0,0
2014/02/28-13:55,6850,7056,0.001461988,0.001135074,0.000326915
2014/02/28-14:00,6860,7062,0.001459854,0.00085034,0.000609514
2014/02/28-14:05,6864,7060,0.00058309,-0.000283206,0.000866296
2014/02/28-14:10,6858,7056,-0.000874126,-0.000566572,-0.000307554
2014/02/28-14:15,6856,7058,-0.00029163,0.000283447,-0.000575077
2014/02/28-14:20,6854,7060,-0.000291715,0.000283366,-0.000575082
2014/02/28-14:25,6856,7058,0.0002918,-0.000283286,0.000575087
2014/02/28-14:30,6860,7058,0.000583431,0,0.000583431
2014/02/28-14:35,6856,7060,-0.00058309,0.000283366,-0.000866457
2014/02/28-14:40,6850,7054,-0.000875146,-0.000849858,-2.53E-05
2014/02/28-14:45,6862,7062,0.001751825,0.001134108,0.000617717
2014/02/28-14:50,6856,7060,-0.000874381,-0.000283206,-0.000591175
2014/02/28-14:55,6864,7070,0.001166861,0.001416431,-0.000249569
2014/02/28-15:00,6866,7078,0.000291375,0.001131542,-0.000840166
2014/03/03-09:05,6932,7128,0.009612584,0.007064142,0.002548441
2014/03/03-09:10,6958,7168,0.003750721,0.005611672,-0.001860951
2014/03/03-09:15,6940,7156,-0.00258695,-0.001674107,-0.000912843
2014/03/03-09:20,6940,7162,0,0.000838457,-0.000838457
2014/03/03-09:25,6934,7152,-0.000864553,-0.001396258,0.000531705
2014/03/03-09:30,6940,7152,0.000865301,0,0.000865301
2014/03/03-09:35,6940,7154,0,0.000279642,-0.000279642
2014/03/03-09:40,6940,7160,0,0.000838692,-0.000838692
2014/03/03-09:45,6936,7156,-0.000576369,-0.000558659,-1.77E-05
2014/03/03-09:50,6940,7152,0.000576701,-0.000558971,0.001135673
2014/03/03-09:55,6940,7162,0,0.00139821,-0.00139821
2014/03/03-10:00,6940,7158,0,-0.000558503,0.000558503
2014/03/03-10:05,6948,7166,0.001152738,0.001117631,3.51E-05
2014/03/03-10:10,6950,7174,0.000287853,0.001116383,-0.00082853
2014/03/03-10:15,6952,7158,0.00028777,-0.002230276,0.002518046
2014/03/03-10:35,6952,7158,0,0,0
2014/03/03-10:40,6960,7164,0.001150748,0.000838223,0.000312525
2014/03/03-10:45,6962,7168,0.000287356,0.000558347,-0.000270991
2014/03/03-10:50,6978,7176,0.00229819,0.001116071,0.001182119
2014/03/03-10:55,6984,7176,0.000859845,0,0.000859845
2014/03/03-11:00,6978,7176,-0.000859107,0,-0.000859107
2014/03/03-11:05,6984,7180,0.000859845,0.000557414,0.000302432
2014/03/03-11:10,6972,7172,-0.001718213,-0.001114206,-0.000604007
2014/03/03-11:15,6972,7172,0,0,0
2014/03/03-11:20,6974,7172,0.000286862,0,0.000286862
2014/03/03-11:25,6974,7172,0,0,0
2014/03/03-11:30,6974,7168,0,-0.000557724,0.000557724
2014/03/03-13:35,6962,7154,-0.001720677,-0.001953125,0.000232448
2014/03/03-13:40,6964,7160,0.000287274,0.000838692,-0.000551418
2014/03/03-13:45,6962,7160,-0.000287191,0,-0.000287191
2014/03/03-13:50,6962,7158,0,-0.00027933,0.00027933
2014/03/03-13:55,6962,7156,0,-0.000279408,0.000279408
2014/03/03-14:00,6962,7158,0,0.000279486,-0.000279486
2014/03/03-14:05,6954,7156,-0.001149095,-0.000279408,-0.000869687
2014/03/03-14:10,6960,7156,0.000862813,0,0.000862813
2014/03/03-14:15,6956,7156,-0.000574713,0,-0.000574713
2014/03/03-14:20,6966,7162,0.001437608,0.000838457,0.000599151
2014/03/03-14:25,6964,7164,-0.000287109,0.000279252,-0.00056636
2014/03/03-14:30,6968,7164,0.000574383,0,0.000574383
2014/03/03-14:35,6966,7162,-0.000287026,-0.000279174,-7.85E-06
2014/03/03-14:40,6970,7166,0.000574218,0.000558503,1.57E-05
2014/03/03-14:45,6962,7162,-0.001147776,-0.000558191,-0.000589585
2014/03/03-14:50,6976,7166,0.002010916,0.000558503,0.001452413
2014/03/03-14:55,6970,7162,-0.000860092,-0.000558191,-0.0003019
2014/03/03-15:00,6968,7158,-0.000286944,-0.000558503,0.000271559
2014/03/04-09:05,6984,7170,0.002296211,0.001676446,0.000619765
2014/03/04-09:10,7002,7178,0.00257732,0.00111576,0.001461559
2014/03/04-09:15,7014,7184,0.001713796,0.000835887,0.000877909
2014/03/04-09:20,7014,7184,0,0,0
2014/03/04-09:25,7018,7186,0.000570288,0.000278396,0.000291892
2014/03/04-09:30,7014,7182,-0.000569963,-0.000556638,-1.33E-05
2014/03/04-09:35,7022,7186,0.001140576,0.000556948,0.000583628
2014/03/04-09:40,7020,7184,-0.000284819,-0.000278319,-6.50E-06
2014/03/04-09:45,7010,7172,-0.001424501,-0.001670379,0.000245877
2014/03/04-09:50,7014,7180,0.000570613,0.001115449,-0.000544836
2014/03/04-09:55,7016,7184,0.000285144,0.000557103,-0.000271959
2014/03/04-10:00,7012,7182,-0.000570125,-0.000278396,-0.000291729
2014/03/04-10:05,7016,7184,0.000570451,0.000278474,0.000291977
2014/03/04-10:10,7012,7184,-0.000570125,0,-0.000570125
2014/03/04-10:15,7010,7186,-0.000285225,0.000278396,-0.000563622
2014/03/04-10:35,7014,7188,0.000570613,0.000278319,0.000292294
2014/03/04-10:40,7016,7188,0.000285144,0,0.000285144
2014/03/04-10:45,7006,7180,-0.001425314,-0.001112966,-0.000312348
2014/03/04-10:50,7008,7184,0.00028547,0.000557103,-0.000271633
2014/03/04-10:55,7008,7186,0,0.000278396,-0.000278396
2014/03/04-11:00,7008,7184,0,-0.000278319,0.000278319
2014/03/04-11:05,7008,7186,0,0.000278396,-0.000278396
2014/03/04-11:10,7002,7178,-0.000856164,-0.001113276,0.000257111
2014/03/04-11:15,7000,7176,-0.000285633,-0.000278629,-7.00E-06
2014/03/04-11:20,7000,7176,0,0,0
2014/03/04-11:25,6998,7172,-0.000285714,-0.000557414,0.000271699
2014/03/04-11:30,6998,7180,0,0.001115449,-0.001115449
2014/03/04-13:35,6998,7182,0,0.000278552,-0.000278552
2014/03/04-13:40,6984,7168,-0.002000572,-0.001949318,-5.13E-05
2014/03/04-13:45,6980,7168,-0.000572738,0,-0.000572738
2014/03/04-13:50,6986,7172,0.000859599,0.000558036,0.000301563
2014/03/04-13:55,6984,7172,-0.000286287,0,-0.000286287
2014/03/04-14:00,6982,7166,-0.000286369,-0.000836587,0.000550218
2014/03/04-14:05,6990,7172,0.001145803,0.000837287,0.000308516
2014/03/04-14:10,6990,7178,0,0.000836587,-0.000836587
2014/03/04-14:15,6986,7170,-0.000572246,-0.001114517,0.000542271
2014/03/04-14:20,6990,7178,0.000572574,0.00111576,-0.000543186
2014/03/04-14:25,6990,7172,0,-0.000835887,0.000835887
2014/03/04-14:30,6990,7172,0,0,0
2014/03/04-14:35,6990,7176,0,0.000557724,-0.000557724
2014/03/04-14:40,6986,7170,-0.000572246,-0.00083612,0.000263874
2014/03/04-14:45,6986,7170,0,0,0
2014/03/04-14:50,6980,7164,-0.000858861,-0.00083682,-2.20E-05
2014/03/04-14:55,6978,7156,-0.000286533,-0.001116695,0.000830162
2014/03/04-15:00,6972,7158,-0.000859845,0.000279486,-0.001139331
2014/03/05-09:05,7082,7236,0.015777395,0.010896899,0.004880497
2014/03/05-09:10,7080,7234,-0.000282406,-0.000276396,-6.01E-06
2014/03/05-09:15,7082,7242,0.000282486,0.001105889,-0.000823403
2014/03/05-09:20,7082,7236,0,-0.0008285,0.0008285
2014/03/05-09:25,7084,7236,0.000282406,0,0.000282406
2014/03/05-09:30,7088,7242,0.000564653,0.000829187,-0.000264535
2014/03/05-09:35,7088,7244,0,0.000276167,-0.000276167
2014/03/05-09:40,7086,7240,-0.000282167,-0.000552181,0.000270014
2014/03/05-09:45,7084,7238,-0.000282247,-0.000276243,-6.00E-06
2014/03/05-09:50,7084,7240,0,0.000276319,-0.000276319
2014/03/05-09:55,7082,7240,-0.000282326,0,-0.000282326
2014/03/05-10:00,7082,7244,0,0.000552486,-0.000552486
2014/03/05-10:05,7084,7246,0.000282406,0.000276091,6.32E-06
2014/03/05-10:10,7088,7248,0.000564653,0.000276014,0.000288638
2014/03/05-10:15,7088,7248,0,0,0
2014/03/05-10:35,7088,7242,0,-0.000827815,0.000827815
2014/03/05-10:40,7078,7236,-0.001410835,-0.0008285,-0.000582335
2014/03/05-10:45,7080,7230,0.000282566,-0.000829187,0.001111753
2014/03/05-10:50,7078,7236,-0.000282486,0.000829876,-0.001112361
2014/03/05-10:55,7080,7238,0.000282566,0.000276396,6.17E-06
2014/03/05-11:00,7080,7238,0,0,0
2014/03/05-11:05,7078,7230,-0.000282486,-0.001105278,0.000822792
2014/03/05-11:10,7082,7236,0.000565131,0.000829876,-0.000264744
2014/03/05-11:15,7090,7242,0.001129624,0.000829187,0.000300437
2014/03/05-11:20,7084,7242,-0.000846262,0,-0.000846262
2014/03/05-11:25,7080,7242,-0.000564653,0,-0.000564653
2014/03/05-11:30,7084,7250,0.000564972,0.001104667,-0.000539695
2014/03/05-13:35,7096,7246,0.001693958,-0.000551724,0.002245682
2014/03/05-13:40,7092,7248,-0.000563698,0.000276014,-0.000839712
2014/03/05-13:45,7100,7250,0.001128032,0.000275938,0.000852093
2014/03/05-13:50,7114,7270,0.001971831,0.002758621,-0.00078679
2014/03/05-13:55,7120,7272,0.000843407,0.000275103,0.000568304
2014/03/05-14:00,7126,7272,0.000842697,0,0.000842697
2014/03/05-14:05,7122,7280,-0.000561325,0.00110011,-0.001661435
2014/03/05-14:10,7130,7288,0.00112328,0.001098901,2.44E-05
2014/03/05-14:15,7140,7290,0.001402525,0.000274424,0.001128101
2014/03/05-14:20,7134,7290,-0.000840336,0,-0.000840336
2014/03/05-14:25,7136,7296,0.000280348,0.000823045,-0.000542698
2014/03/05-14:30,7136,7296,0,0,0
2014/03/05-14:35,7136,7296,0,0,0
2014/03/05-14:40,7144,7308,0.001121076,0.001644737,-0.000523661
2014/03/05-14:45,7138,7298,-0.000839866,-0.001368363,0.000528498
2014/03/05-14:50,7140,7300,0.000280191,0.000274048,6.14E-06
2014/03/05-14:55,7144,7298,0.000560224,-0.000273973,0.000834197
2014/03/05-15:00,7150,7296,0.000839866,-0.000274048,0.001113913
2014/03/06-09:05,7128,7270,-0.003076923,-0.003563596,0.000486673
2014/03/06-09:10,7120,7268,-0.001122334,-0.000275103,-0.000847231
