day,count,dkim,pass_vs_block,pass_vs_maybe,percent_spam,recipients,sanitation_checks,size,spamscore,timing
03-11,7635,0.882953882078225,0.0596158092294105,0.0926714955262037,0.0431965442764579,1.02817357512953,12.6477554392729,38622.0974459725,2.56345442026991,1254.50491159136
03-12,3929,0.860171919770774,0.0742471443406023,0.131937682570594,0.0461448598130841,1.01109813084112,14.9629790940767,52475.2690251973,6.85861846689895,1141.75159073556
03-13,4240,0.898341359015516,0.05125977410947,0.09,0.0369379014989293,1.00755939524838,14.1771620486986,51685.7742924528,5.49366918555835,1088.27004716981
03-14,20334,0.95575054250401,0.010514948277822,0.0254156636623188,0.0113861637777665,1.01388710299601,9.83810196632521,74170.1497491886,0.461624867537976,1059.40444575588
03-15,8244,0.878240976105745,0.0499210734017364,0.101846670397314,0.039722740602506,1.02811997857525,13.1801901392881,33181.2543668122,3.66647468494363,1385.03541969918
03-16,11860,0.938298177643851,0.021421495789995,0.0547781365865327,0.0196912267726726,1.01771653543307,12.0603744745892,42190.2112141653,2.34250210164301,1348.11745362563
03-17,7439,0.885466034755134,0.0352492141894926,0.0839906203368152,0.0302013422818792,1.02866626433313,13.1843491346877,40835.9678720258,3.69914321545021,1423.8960881839
03-18,10432,0.93610412660849,0.0207108498129343,0.0573633440514469,0.020859872611465,1.01491477272727,12.2491749174917,165316.750191718,2.07013242574252,1136.51754217791
03-19,4109,0.838427947598253,0.0691428571428571,0.12747723620782,0.0336930771255594,1.00848056537102,13.5864369093941,33738.2324166464,4.21053529738743,1052.73424190801
03-20,4419,0.870831127580731,0.0960764587525151,0.142243436754177,0.0556365403304179,1.01172115977791,13.5718460789089,33443.5021498076,3.60465367754505,1036.28083276759
03-21,6494,0.856460757982692,0.0416978776529338,0.0980023501762632,0.0322316753926702,1.03467215928596,12.5028801843318,49321.6282722513,2.18976958525344,1302.05050816138
03-22,6422,0.874614594039055,0.0383824537354352,0.0923010567177054,0.0357615894039735,1.02374920835972,12.5373054213634,80482.3354095297,1.78462694578636,1507.55014014326
03-23,6520,0.875842405391394,0.0270445694504543,0.0935295303366257,0.0262343164412579,1.02142638506275,12.0895682488603,64100.6246932515,1.33438964869938,1443.96610429448
03-24,6069,0.883235817858051,0.0377477857444116,0.0994671403197158,0.0394555478980014,1.01969100272645,12.5401194494936,42421.1186356896,1.89279122305894,1497.22903278959
03-25,5225,0.864916773367478,0.0346904360395086,0.0971158179360072,0.0342167721518987,1.04210160055672,11.9446808510638,39509.1481339713,1.58983708206684,1372.20344497608
03-26,3224,0.873650107991361,0.0540131246845028,0.139182361047313,0.0459641255605381,1.02111872146119,14.4514877102199,41692.5130272953,5.99578395860285,1343.29094292804
03-27,3630,0.863105175292154,0.0449933833259815,0.095655806182122,0.0410912765240822,1.03728070175439,14.0416487762988,45641.5385674931,5.30942249892659,1171.14820936639
03-28,7990,0.908641487047657,0.0251453716800251,0.0634153706779405,0.0275486927531146,1.04861111111111,11.9320368046842,51215.5902377972,1.6533531994981,1358.28848560701
03-29,7286,0.896602297726717,0.029037768077434,0.0713378108549646,0.029070643169152,1.03964639699973,12.940138485593,71203.5782322262,3.02485704712976,1374.940570958
03-30,10665,0.92806696311797,0.0188489850546509,0.0485615401254597,0.0208643815201192,1.03895590270912,11.5613069647463,40212.5761837787,1.73358349097153,1218.95030473511
03-31,10433,0.900470890410959,0.0150939177101968,0.039472249482063,0.0198810269254853,1.01601459558078,11.0478801169591,33811.485574619,0.522065606725132,1289.45816160261
04-01,6890,0.891395983139102,0.0214312336936265,0.0727529577962211,0.0232273838630807,1.04351441241685,11.645456736563,62286.123222061,1.37629766208724,1721.70043541364
04-02,3710,0.842671194114318,0.0576730190571715,0.13529682466636,0.0380499405469679,1.0330310880829,13.2800199302441,92021.6156334232,3.6344927752865,2581.15148247978
04-03,3852,0.855973813420622,0.0344506517690875,0.101386481802426,0.0258816837315131,1.0307994757536,13.0290851401375,91215.2035306334,2.78517080909572,2546.54724818276
04-04,11302,0.894013116141316,0.0191089878902344,0.0655165114309907,0.00836339783535585,1.0290662950428,11.4518771331058,55352.7733828865,2.12190597269628,2142.10706069722
04-05,10253,0.92677436440678,0.0140877333638758,0.062411502015031,0.0162019006075713,1.02218570254725,11.3352644365539,36886.3191261094,0.7418273219959,2243.20598849117
04-06,6959,0.902024117140396,0.0375175315568022,0.0859140859140859,0.0408193557963485,1.01655716162943,12.0306805074971,48435.3264836902,1.29105813148788,2109.36010921109
04-07,6589,0.888991460881606,0.0177987649836542,0.0749230242901129,0.0221483942414175,1.03160996517546,12.1766104112194,46656.9874032478,1.40522177323507,2261.37486720291
04-08,9407,0.939620385592587,0.0264344775745427,0.0628316449589966,0.0217478052673583,1.0133362483603,12.5678598061148,35393.733815244,3.3114766964952,1985.12703306049
04-09,3191,0.863842662632375,0.0506741050674105,0.154451345755694,0.0445599702933531,1.00913763563678,16.3255131964809,41360.0517079285,9.58226770004185,1725.71921027891
04-10,3120,0.873904576436222,0.034651447207501,0.091327705295472,0.0361819434872502,1.02098765432099,13.1957202505219,43685.3208333333,3.39974478079332,1803.23685897436
04-11,10428,0.888390750353941,0.0266155531215772,0.0552779844796428,0.0131946206546562,1.02435559163791,10.9192479856759,46661.9874376678,1.09423616830796,2141.86277330265
04-12,6822,0.875767918088737,0.0313829787234043,0.0935788949726232,0.0273851590106007,1.03519831888626,12.5973672265093,52823.1901201994,2.416109623241,2261.6473175022
04-13,5892,0.865435356200528,0.0387613685578172,0.123073883840379,0.0402165506573859,1.02874925903972,13.0933764940239,55460.3577732519,3.6186140438247,2340.60505770536
04-14,6633,0.872887242417226,0.0307809234277028,0.099717613836922,0.0415407854984894,1.02237762237762,12.7554744525547,63400.0803557968,2.38747931873477,2222.98160711594
04-15,8929,0.887432536622976,0.0156727321025369,0.0688528709636889,0.0204661739624787,1.02252906976744,11.6761315115286,3132785.97670512,2.37715755764304,2138.36622242132
04-16,2694,0.86428951569984,0.0504700643245918,0.127330604820373,0.0431683168316832,1.00550964187328,13.1739624786811,45132.276169265,3.91237919272312,1718.24498886414
04-17,2760,0.863297872340426,0.0739318290926548,0.120383036935705,0.0700735578784359,1.02633355840648,13.6029735682819,68706.734057971,5.6352566079295,1732.34492753623
04-18,10442,0.932369578881207,0.0203155392262805,0.0564113238967527,0.0248901903367496,1.02715205148833,10.8022258711914,54953.2178701398,0.454195402298848,1958.1202834706
04-19,30234,0.930449069003286,0.0184348239771646,0.0521419547490525,0.0183333333333333,1.02298598949212,11.2433293508562,12563.9670900311,0.313738351254478,2242.4651385857
04-20,6332,0.885606239659655,0.0306943664607898,0.0796161364848054,0.0265322366675511,1.02528009192761,11.939027462837,47701.8427037271,1.3365474930713,2190.43477574226
04-21,6410,0.865039483129935,0.0300113250283126,0.0772131441910576,0.0384934921074495,1.02090883746864,12.4348352713178,67378.2854914197,2.80169864341084,2149.29282371295
04-22,8379,0.862539959314153,0.0218682505399568,0.0526866257027062,0.0226269315673289,1.02798084194605,10.9014755959137,159145.708318415,0.760317139614079,2153.39408043919
04-23,2692,0.863105175292154,0.0512941176470588,0.0848842487517022,0.046117461568782,1.01594684385382,12.7125,48006.1686478455,2.46955227272727,1734.28937592868
04-24,2728,0.847959183673469,0.0651358950328022,0.0789473684210526,0.0649862150452934,1.01485482781904,12.7066441441441,65116.4420821114,2.49115653153153,1875.47250733138
04-25,10200,0.934762833008447,0.0188216950662657,0.0474645907665694,0.0117459685446944,1.02957860615883,11.3248975227232,247811.22245098,0.73111174478704,2086.55549019608
04-26,6825,0.885077951002227,0.0470694319206492,0.0840700294678454,0.0511913912375096,1.02389705882353,12.5478901540522,82505.3057875458,1.98038490734537,2269.42417582418
04-27,6686,0.890560279049488,0.0352626892252894,0.0652286453839517,0.0384140697315643,1.02732394366197,12.331176909679,60867.7379599162,1.42557800447873,2213.65450194436
04-28,6268,0.87687617260788,0.0326474079936684,0.0592649605541659,0.0359897172236504,1.02562642369021,12.9992616293379,76744.1565092534,2.52543514644348,2390.9294830887
04-29,6358,0.871782054486378,0.0233952049497293,0.0574734092181377,0.0236785059196265,1.02897675822517,12.2065303955402,49551.3642654923,2.02694504911068,2016.73985530041
04-30,3003,0.88351983723296,0.0489411764705882,0.0746336996336996,0.0461049284578696,1.0040206777714,14.7813911472448,41779.4338994339,6.24088753387534,1801.71661671662
05-01,3056,0.880670611439842,0.0330929147221044,0.0504166666666667,0.0321167883211679,1.02509179926561,13.1335372069317,56395.3691099476,3.41572782874617,1747.72513089005
05-02,6815,0.874060578455933,0.0284926470588235,0.061945331913383,0.0286885245901639,1.03286384976526,12.8285248953001,69459.1656639765,3.24326919497441,2059.92149669846
05-03,6783,0.881995954146999,0.0276408450704225,0.0576693397031223,0.0294710718163487,1.02869757174393,12.3479201731185,51538.3101872328,1.75678576580906,2279.77576293675
05-04,6340,0.871705619094978,0.046592894583576,0.0679445815145189,0.0502283105022831,1.0329451860267,13.0047812574707,42014.841955836,3.05701243126941,2311.31309148265
05-05,6833,0.884201077199282,0.0209509928948807,0.0535399788657978,0.0221114917471193,1.02735822171559,12.5503875968992,259825.188643348,2.00938909727429,2156.50256110054
05-06,6185,0.877183967112025,0.0415259288694616,0.07426597582038,0.0444369063772049,1.0462962962963,12.8099949264333,82095.6470493129,3.04185895484525,1882.13063864188
05-07,2682,0.87855579868709,0.0381246780010304,0.0993728895320791,0.0368176047397376,1.01047120418848,14.3195266272189,54255.067114094,4.79728509951586,2036.40604026846
05-08,2719,0.881092662024638,0.0402212166918049,0.0861656294877932,0.0414551607445008,1.0136186770428,14.535490605428,57281.8028687017,5.5560699373695,1801.51636631114
05-09,6255,0.891813571601063,0.0240722166499498,0.086213373403456,0.0283373164902697,1.03547105561862,12.8794153471376,69969.1681854516,3.26204652862362,2130.0273381295
05-10,7132,0.880974264705882,0.0315133131108864,0.0758964463740151,0.0357033872444309,1.05123804854131,12.2111158983197,54393.7229388671,1.95888884101676,2393.38530566461
05-11,9551,0.922298221614227,0.0182059319990354,0.055446003943858,0.0190787680566912,1.01077159815344,11.7003154574132,75332.3703277144,1.44746037066246,2013.80818762433
05-12,6414,0.885106382978723,0.0414086687306502,0.0834412580943571,0.0489311957247829,1.02339832869081,13.2334686082597,44254.3320860617,3.53855836715207,2295.14390396009
05-13,5336,0.870682272337996,0.0287081339712919,0.0878454279937093,0.0353299492385787,1.02693056456846,12.926428975665,63485.756934033,3.10776740237689,1947.29647676162
05-14,2592,0.851239669421488,0.0764525993883792,0.102081268582755,0.0726044744617982,1.02444134078212,12.6971461852068,55251.1161265432,2.67510949330228,1648.70987654321
05-15,2750,0.896250642013354,0.0332409972299169,0.0887728459530026,0.0350603817686015,1.03708439897698,12.3380843785633,55895.6658181818,1.21132953249716,1735.49672727273
05-16,10781,0.931815369384977,0.0235062648855752,0.0429310869785852,0.0309050772626932,1.06346687822293,10.9837946103423,74843.488915685,-0.0680207574654072,1690.39987014192
05-17,10521,0.927073954983923,0.0372705776376534,0.0567078552515446,0.0544019220868371,1.05334126511997,12.2582316563597,186300.73205969,2.21037355841545,1945.44491968444
05-18,9946,0.937892175694711,0.0158600583090379,0.0473018740121924,0.016403526758253,1.05473277527366,11.7345029239766,175261.190931028,0.604198635477578,2023.12598029359
05-19,11113,0.89227309893704,0.017511013215859,0.0511593278025952,0.0273671594087095,1.03067961165049,12.2064832010805,40319.90317646,2.69900742866781,1869.30990731576
05-20,5984,0.881360860715324,0.0412541254125413,0.112977099236641,0.0418222554144884,1.04500616522811,13.838448318193,62293.9712566845,5.75979253621408,1992.81016042781
05-21,3142,0.88922305764411,0.0610761027629666,0.0961269248716752,0.0580798103516397,1.02721482339317,15.2375809935205,68928.3596435392,7.83694341252699,1749.27371101209
05-22,3771,0.821152973218339,0.0490296220633299,0.098159509202454,0.0486348122866894,1.0613154960981,14.2241768155165,44121.4028109255,5.11367298150653,1613.80668257757
05-23,6703,0.889483933787731,0.0239663373582144,0.0881900529823962,0.0294989854846262,1.04571584998631,12.2607643928399,59553.2882291511,1.90521407837445,2081.48739370431
05-24,7658,0.884356790676826,0.0343571880937302,0.090244630071599,0.0350456791972443,1.0359177607134,12.9229144667371,70215.9311830765,3.2372950369588,2074.74105510577
05-25,6831,0.880854737750917,0.0354672814328782,0.105574740996547,0.0395054282267793,1.03570543020084,12.4133969217429,63203.6239203631,2.31594710600477,2153.94715268628
05-26,22863,0.974110346165034,0.00884251894825489,0.0286120409005456,0.026188166828322,1.01214309156547,10.3687088607595,16619.5053142632,-0.206168607594904,1524.96277828806
05-27,15012,0.967928496319663,0.0108695652173913,0.0336849507735584,0.0189956331877729,1.01315789473684,10.7956769388053,120817.872701839,-0.0220757996202367,1705.88782307487
05-28,2772,0.829594017094017,0.0533807829181495,0.115439429928741,0.0513866231647635,1.017099430019,13.4628600303183,52894.9512987013,3.88506265790803,1731.81168831169
05-29,3615,0.879086663207058,0.0266211604095563,0.0676691729323308,0.0277777777777778,1.00526662277814,13.2259136212625,26274.2470262794,2.53733167220376,1810.62738589212
05-30,4004,0.882542236524537,0.0470730235365118,0.0592791182603515,0.0521898767374771,1.01883830455259,12.259242355089,50806.0984015984,0.846028297581014,1934.10164835165
05-31,7116,0.893713813068652,0.0258321775312067,0.0894506562955761,0.0335731414868106,1.02745664739884,12.3980479524719,46021.6188870152,2.2748858476554,2061.69238336144
06-01,6394,0.897173489278752,0.0331481126652615,0.106744556558683,0.0474976091807459,1.02240750390829,12.4478240524099,48489.6806380982,1.70517547964435,2064.28886456053
