STORE_NUMBER,STORE_NAME,ZIP,CARRIER_ROUTE
97,Downtown Atlanta,30309,C096
97,Downtown Atlanta,30309,C097
97,Downtown Atlanta,30310,B001
97,Downtown Atlanta,30310,B002
97,Downtown Atlanta,30310,B003
97,Downtown Atlanta,30310,B004
97,Downtown Atlanta,30310,B005
97,Downtown Atlanta,30310,B006
97,Downtown Atlanta,30310,B007
97,Downtown Atlanta,30310,B008
97,Downtown Atlanta,30310,B009
97,Downtown Atlanta,30310,B010
97,Downtown Atlanta,30310,B011
97,Downtown Atlanta,30310,B012
97,Downtown Atlanta,30310,B013
97,Downtown Atlanta,30310,B014
97,Downtown Atlanta,30310,B015
97,Downtown Atlanta,30310,B016
97,Downtown Atlanta,30310,C001
97,Downtown Atlanta,30310,C002
97,Downtown Atlanta,30310,C005
97,Downtown Atlanta,30310,C006
97,Downtown Atlanta,30310,C007
97,Downtown Atlanta,30310,C010
97,Downtown Atlanta,30310,C013
97,Downtown Atlanta,30310,C016
97,Downtown Atlanta,30310,C017
97,Downtown Atlanta,30310,C019
97,Downtown Atlanta,30310,C022
97,Downtown Atlanta,30310,C024
97,Downtown Atlanta,30310,C029
97,Downtown Atlanta,30310,C030
97,Downtown Atlanta,30310,C031
97,Downtown Atlanta,30310,C033
97,Downtown Atlanta,30310,C034
97,Downtown Atlanta,30310,C036
97,Downtown Atlanta,30310,C040
97,Downtown Atlanta,30310,C042
97,Downtown Atlanta,30310,C044
97,Downtown Atlanta,30310,C770
97,Downtown Atlanta,30312,B001
97,Downtown Atlanta,30312,B002
97,Downtown Atlanta,30312,B003
97,Downtown Atlanta,30312,C001
97,Downtown Atlanta,30312,C002
97,Downtown Atlanta,30312,C003
97,Downtown Atlanta,30312,C004
97,Downtown Atlanta,30312,C005
97,Downtown Atlanta,30312,C006
97,Downtown Atlanta,30312,C007
97,Downtown Atlanta,30312,C010
97,Downtown Atlanta,30312,C011
97,Downtown Atlanta,30312,C016
97,Downtown Atlanta,30312,C017
97,Downtown Atlanta,30312,C018
97,Downtown Atlanta,30312,C021
97,Downtown Atlanta,30312,C024
97,Downtown Atlanta,30312,C048
97,Downtown Atlanta,30313,C002
97,Downtown Atlanta,30313,C003
97,Downtown Atlanta,30313,C004
97,Downtown Atlanta,30313,C005
97,Downtown Atlanta,30314,B001
97,Downtown Atlanta,30314,B002
97,Downtown Atlanta,30314,B003
97,Downtown Atlanta,30314,B004
97,Downtown Atlanta,30314,B005
97,Downtown Atlanta,30314,B006
97,Downtown Atlanta,30314,B007
97,Downtown Atlanta,30314,B008
97,Downtown Atlanta,30314,B009
97,Downtown Atlanta,30314,B010
97,Downtown Atlanta,30314,C001
97,Downtown Atlanta,30314,C004
97,Downtown Atlanta,30314,C005
97,Downtown Atlanta,30314,C008
97,Downtown Atlanta,30314,C011
97,Downtown Atlanta,30314,C017
97,Downtown Atlanta,30314,C019
97,Downtown Atlanta,30314,C021
97,Downtown Atlanta,30314,C024
97,Downtown Atlanta,30314,C025
97,Downtown Atlanta,30314,C061
97,Downtown Atlanta,30314,C770
97,Downtown Atlanta,30318,C001
97,Downtown Atlanta,30318,C003
97,Downtown Atlanta,30318,C007
97,Downtown Atlanta,30318,C008
97,Downtown Atlanta,30318,C009
97,Downtown Atlanta,30318,C012
97,Downtown Atlanta,30318,C013
97,Downtown Atlanta,30318,C014
97,Downtown Atlanta,30318,C015
97,Downtown Atlanta,30318,C017
97,Downtown Atlanta,30318,C018
97,Downtown Atlanta,30318,C020
97,Downtown Atlanta,30318,C021
97,Downtown Atlanta,30318,C025
97,Downtown Atlanta,30318,C028
97,Downtown Atlanta,30318,C030
97,Downtown Atlanta,30318,C031
97,Downtown Atlanta,30318,C032
97,Downtown Atlanta,30318,C034
97,Downtown Atlanta,30318,C035
97,Downtown Atlanta,30318,C036
97,Downtown Atlanta,30318,C037
97,Downtown Atlanta,30318,C038
97,Downtown Atlanta,30318,C040
97,Downtown Atlanta,30318,C044
97,Downtown Atlanta,30318,C045
97,Downtown Atlanta,30318,C046
97,Downtown Atlanta,30318,C047
97,Downtown Atlanta,30318,C048
97,Downtown Atlanta,30318,C052
97,Downtown Atlanta,30318,C053
97,Downtown Atlanta,30318,C054
97,Downtown Atlanta,30318,C056
97,Downtown Atlanta,30318,C058
97,Downtown Atlanta,30318,C061
97,Downtown Atlanta,30324,B001
97,Downtown Atlanta,30324,B002
97,Downtown Atlanta,30324,B003
97,Downtown Atlanta,30324,B004
97,Downtown Atlanta,30324,B005
97,Downtown Atlanta,30324,B006
97,Downtown Atlanta,30324,B007
97,Downtown Atlanta,30324,B008
97,Downtown Atlanta,30324,B009
97,Downtown Atlanta,30324,B010
97,Downtown Atlanta,30324,B011
97,Downtown Atlanta,30324,B012
97,Downtown Atlanta,30324,B013
97,Downtown Atlanta,30324,B014
97,Downtown Atlanta,30324,B015
97,Downtown Atlanta,30324,B016
97,Downtown Atlanta,30324,B017
97,Downtown Atlanta,30324,B018
97,Downtown Atlanta,30324,B019
97,Downtown Atlanta,30324,B020
97,Downtown Atlanta,30324,B021
97,Downtown Atlanta,30324,B022
97,Downtown Atlanta,30324,B023
97,Downtown Atlanta,30324,B024
97,Downtown Atlanta,30324,B050
97,Downtown Atlanta,30324,C005
97,Downtown Atlanta,30324,C006
97,Downtown Atlanta,30324,C007
97,Downtown Atlanta,30324,C008
97,Downtown Atlanta,30324,C009
97,Downtown Atlanta,30324,C010
97,Downtown Atlanta,30324,C011
97,Downtown Atlanta,30324,C012
97,Downtown Atlanta,30324,C013
97,Downtown Atlanta,30324,C014
97,Downtown Atlanta,30324,C015
97,Downtown Atlanta,30324,C016
97,Downtown Atlanta,30324,C018
97,Downtown Atlanta,30324,C019
97,Downtown Atlanta,30324,C020
97,Downtown Atlanta,30324,C021
97,Downtown Atlanta,30324,C022
97,Downtown Atlanta,30324,C026
97,Downtown Atlanta,30324,C027
97,Downtown Atlanta,30324,C770
97,Downtown Atlanta,30327,C001
97,Downtown Atlanta,30327,C004
97,Downtown Atlanta,30327,C005
97,Downtown Atlanta,30327,C007
97,Downtown Atlanta,30327,C008
97,Downtown Atlanta,30327,C009
97,Downtown Atlanta,30327,C010
97,Downtown Atlanta,30327,C011
97,Downtown Atlanta,30327,C015
97,Downtown Atlanta,30327,C016
97,Downtown Atlanta,30327,C018
97,Downtown Atlanta,30327,C020
97,Downtown Atlanta,30327,C021
97,Downtown Atlanta,30327,C023
97,Downtown Atlanta,30327,C024
97,Downtown Atlanta,30327,C025
97,Downtown Atlanta,30327,C027
97,Downtown Atlanta,30327,C029
97,Downtown Atlanta,30327,C033
97,Downtown Atlanta,30327,C035
97,Downtown Atlanta,30327,C040
97,Downtown Atlanta,30327,C043
97,Downtown Atlanta,30327,C046
97,Downtown Atlanta,30363,C001
97,Downtown Atlanta,30363,C002
