STORE_NUMBER,STORE_NAME,ZIP,CARRIER_ROUTE
96,Fort Lauderdale,33311,C041
96,Fort Lauderdale,33311,C042
96,Fort Lauderdale,33311,C043
96,Fort Lauderdale,33311,C044
96,Fort Lauderdale,33311,C045
96,Fort Lauderdale,33311,C047
96,Fort Lauderdale,33311,C048
96,Fort Lauderdale,33311,C049
96,Fort Lauderdale,33312,B001
96,Fort Lauderdale,33312,B002
96,Fort Lauderdale,33312,B003
96,Fort Lauderdale,33312,B004
96,Fort Lauderdale,33312,B005
96,Fort Lauderdale,33312,B006
96,Fort Lauderdale,33312,B007
96,Fort Lauderdale,33312,B008
96,Fort Lauderdale,33312,B009
96,Fort Lauderdale,33312,B010
96,Fort Lauderdale,33312,B011
96,Fort Lauderdale,33312,B012
96,Fort Lauderdale,33312,B013
96,Fort Lauderdale,33312,B014
96,Fort Lauderdale,33312,B015
96,Fort Lauderdale,33312,B016
96,Fort Lauderdale,33312,B017
96,Fort Lauderdale,33312,B018
96,Fort Lauderdale,33312,B019
96,Fort Lauderdale,33312,B020
96,Fort Lauderdale,33312,B021
96,Fort Lauderdale,33312,B022
96,Fort Lauderdale,33312,B023
96,Fort Lauderdale,33312,B024
96,Fort Lauderdale,33312,B025
96,Fort Lauderdale,33312,B026
96,Fort Lauderdale,33312,B027
96,Fort Lauderdale,33312,B028
96,Fort Lauderdale,33312,B029
96,Fort Lauderdale,33312,B030
96,Fort Lauderdale,33312,B031
96,Fort Lauderdale,33312,B032
96,Fort Lauderdale,33312,B033
96,Fort Lauderdale,33312,B034
96,Fort Lauderdale,33312,B035
96,Fort Lauderdale,33312,B036
96,Fort Lauderdale,33312,B037
96,Fort Lauderdale,33312,B038
96,Fort Lauderdale,33312,B039
96,Fort Lauderdale,33312,C001
96,Fort Lauderdale,33312,C002
96,Fort Lauderdale,33312,C004
96,Fort Lauderdale,33312,C005
96,Fort Lauderdale,33312,C006
96,Fort Lauderdale,33312,C007
96,Fort Lauderdale,33312,C008
96,Fort Lauderdale,33312,C009
96,Fort Lauderdale,33312,C011
96,Fort Lauderdale,33312,C012
96,Fort Lauderdale,33312,C013
96,Fort Lauderdale,33312,C015
96,Fort Lauderdale,33312,C016
96,Fort Lauderdale,33312,C018
96,Fort Lauderdale,33312,C019
96,Fort Lauderdale,33312,C020
96,Fort Lauderdale,33312,C022
96,Fort Lauderdale,33312,C023
96,Fort Lauderdale,33312,C024
96,Fort Lauderdale,33312,C026
96,Fort Lauderdale,33312,C029
96,Fort Lauderdale,33312,C030
96,Fort Lauderdale,33312,C032
96,Fort Lauderdale,33312,C033
96,Fort Lauderdale,33312,C034
96,Fort Lauderdale,33312,C035
96,Fort Lauderdale,33312,C036
96,Fort Lauderdale,33312,C037
96,Fort Lauderdale,33312,C038
96,Fort Lauderdale,33312,C039
96,Fort Lauderdale,33312,C040
96,Fort Lauderdale,33312,C041
96,Fort Lauderdale,33312,C043
96,Fort Lauderdale,33312,C044
96,Fort Lauderdale,33312,C045
96,Fort Lauderdale,33312,C048
96,Fort Lauderdale,33312,C049
96,Fort Lauderdale,33315,C001
96,Fort Lauderdale,33315,C004
96,Fort Lauderdale,33315,C005
96,Fort Lauderdale,33315,C006
96,Fort Lauderdale,33315,C008
96,Fort Lauderdale,33315,C010
96,Fort Lauderdale,33315,C011
96,Fort Lauderdale,33315,C012
96,Fort Lauderdale,33315,C013
96,Fort Lauderdale,33315,C014
96,Fort Lauderdale,33315,C015
96,Fort Lauderdale,33315,C019
96,Fort Lauderdale,33316,B001
96,Fort Lauderdale,33316,B099
96,Fort Lauderdale,33316,C001
96,Fort Lauderdale,33316,C002
96,Fort Lauderdale,33316,C004
96,Fort Lauderdale,33316,C005
96,Fort Lauderdale,33316,C007
96,Fort Lauderdale,33316,C008
96,Fort Lauderdale,33316,C009
96,Fort Lauderdale,33316,C010
96,Fort Lauderdale,33316,C012
96,Fort Lauderdale,33316,C013
96,Fort Lauderdale,33316,C014
96,Fort Lauderdale,33316,C015
96,Fort Lauderdale,33316,C017
96,Fort Lauderdale,33316,C021
96,Fort Lauderdale,33316,C022
96,Fort Lauderdale,33316,C023
96,Fort Lauderdale,33316,R777
96,Fort Lauderdale,33334,C001
96,Fort Lauderdale,33334,C002
96,Fort Lauderdale,33334,C003
96,Fort Lauderdale,33334,C004
96,Fort Lauderdale,33334,C006
96,Fort Lauderdale,33334,C007
96,Fort Lauderdale,33334,C008
96,Fort Lauderdale,33334,C010
96,Fort Lauderdale,33334,C011
96,Fort Lauderdale,33334,C012
96,Fort Lauderdale,33334,C015
96,Fort Lauderdale,33334,C016
96,Fort Lauderdale,33334,C017
96,Fort Lauderdale,33334,C018
96,Fort Lauderdale,33334,C019
96,Fort Lauderdale,33334,C020
96,Fort Lauderdale,33334,C021
96,Fort Lauderdale,33334,C022
96,Fort Lauderdale,33334,C023
96,Fort Lauderdale,33334,C024
96,Fort Lauderdale,33334,C025
96,Fort Lauderdale,33334,C026
96,Fort Lauderdale,33334,C027
96,Fort Lauderdale,33334,C028
96,Fort Lauderdale,33334,C029
96,Fort Lauderdale,33334,C031
96,Fort Lauderdale,33334,C033
96,Fort Lauderdale,33334,C034
96,Fort Lauderdale,33334,C035
