zip9,count
606402824,3
606402863,3
606402946,3
606403118,3
606403226,3
606403309,3
606403312,3
606403338,3
606403426,3
606403443,3
606403470,3
606403576,3
606403809,3
606403811,3
606403862,3
606403899,3
606403966,3
606404035,3
606404039,3
606404135,3
606404138,3
606404143,3
606404209,3
606404210,3
606404211,3
606404212,3
606404214,3
606404291,3
606404304,3
606404307,3
606404316,3
606404318,3
606404411,3
606404506,3
606404522,3
606404526,3
606404527,3
606404622,3
606404630,3
606404638,3
606404807,3
606404906,3
606404917,3
606404923,3
606405036,3
606405049,3
606405069,3
606405090,3
606405110,3
606405167,3
606405175,3
606405207,3
606405401,3
606405403,3
606405406,3
606405407,3
606405415,3
606405424,3
606405478,3
606405494,3
606405512,3
606405524,3
606405525,3
606405554,3
606405563,3
606405581,3
606405612,3
606405635,3
606405659,3
606405743,3
606405834,3
606405912,3
606405926,3
606405933,3
606405954,3
606405958,3
606405970,3
606406003,3
606406007,3
606406049,3
606406060,3
606406066,3
606406079,3
606406128,3
606406175,3
606406244,3
606406258,3
606406261,3
606406267,3
606406273,3
606406308,3
606406436,3
606406447,3
606406560,3
606406880,3
606406899,3
606406984,3
606407071,3
606407090,3
606407237,3
606407406,3
606407587,3
606407589,3
606408000,3
606571317,3
606571513,3
606571537,3
606571913,3
606572311,3
606572857,3
606572860,3
606572862,3
606572865,3
606574210,3
606574225,3
606574745,3
606575113,3
606577859,3
606592804,3
606595010,3
606595114,3
606595136,3
606595138,3
606601128,3
606601201,3
606601303,3
606601311,3
606601319,3
606601341,3
606601343,3
606601490,3
606601602,3
606601754,3
606601807,3
606601811,3
606601817,3
606602092,3
606602309,3
606602311,3
606602354,3
606602515,3
606602817,3
606602900,3
606602939,3
606603228,3
606603311,3
606603409,3
606603412,3
606603417,3
606603437,3
606603446,3
606603716,3
606603824,3
606604101,3
606604102,3
606604214,3
606604220,3
606604221,3
606604230,3
606604287,3
606604304,3
606604880,3
606604966,3
606605525,3
606605844,3
606605851,3
606131013,2
606131018,2
606131104,2
606131110,2
606131121,2
606131134,2
606131172,2
606131207,2
606131209,2
606131219,2
606131223,2
606131252,2
606131255,2
606131256,2
606131259,2
606131261,2
606131263,2
606131268,2
606131273,2
606131275,2
606131292,2
606131303,2
606131312,2
606131313,2
606131330,2
606131331,2
606131336,2
606131342,2
606131345,2
606131348,2
606131360,2
606131375,2
606131378,2
606131392,2
606131396,2
606131401,2
606131406,2
606131424,2
606131435,2
606131436,2
606131446,2
606131453,2
606131474,2
606131475,2
606131479,2
606131480,2
606131485,2
606131509,2
606131530,2
606131545,2
606131546,2
606131547,2
606131568,2
606131584,2
606131585,2
606131618,2
606131619,2
606131638,2
606131650,2
606131652,2
606131676,2
606131685,2
606131693,2
606131694,2
606131708,2
606131711,2
606131714,2
606131727,2
606131733,2
606131737,2
606131748,2
606131760,2
606131788,2
606131789,2
606131795,2
606131806,2
606131812,2
606131813,2
606131821,2
606131824,2
606131847,2
606131864,2
606131867,2
606131870,2
606131911,2
606131916,2
606131923,2
606131933,2
606131942,2
606131946,2
606131978,2
606131986,2
606132003,2
606132005,2
606132017,2
606132026,2
606132032,2
606132033,2
606132047,2
606132067,2
606132082,2
606132101,2
606132108,2
606132120,2
606132125,2
606132148,2
606132167,2
606132198,2
606132208,2
606132212,2
606132215,2
606132219,2
606132232,2
606132240,2
606132243,2
606132256,2
606132257,2
606132269,2
606132270,2
606132277,2
606132307,2
606132310,2
606132317,2
606132321,2
606132324,2
606132325,2
606132330,2
606132349,2
606132358,2
606132360,2
606132362,2
606132366,2
606132373,2
606132407,2
606132504,2
606132505,2
606132507,2
606132510,2
606132516,2
606132519,2
606132521,2
606132529,2
606132534,2
606132560,2
606132606,2
606132609,2
606132650,2
606132659,2
606132705,2
606132718,2
606132721,2
606132722,2
606132725,2
606132746,2
606132754,2
606132804,2
606132816,2
606132822,2
606132831,2
606132852,2
606132869,2
606132919,2
606132920,2
606132925,2
606132927,2
606132932,2
606132955,2
606132964,2
606132965,2
606132971,2
606132975,2
606132978,2
606132988,2
606132991,2
606133006,2
606133031,2
606133041,2
606133061,2
606133117,2
606133120,2
606133136,2
606133137,2
606133154,2
606133162,2
606133169,2
606133175,2
606133176,2
606133184,2
606133190,2
606133196,2
606133197,2
606133206,2
606133218,2
606133223,2
606133230,2
606133233,2
606133237,2
606133242,2
606133268,2
606133308,2
606133320,2
606133322,2
606133325,2
606133333,2
606133367,2
606133382,2
606133390,2
606133404,2
606133408,2
606133419,2
606133420,2
606133425,2
606133435,2
606133455,2
606133456,2
606133463,2
606133467,2
606133470,2
606133479,2
606133481,2
606133495,2
606133498,2
606133506,2
606133508,2
606133509,2
606133510,2
606133513,2
606133522,2
606133525,2
606133526,2
606133537,2
606133544,2
606133561,2
606133602,2
606133607,2
606133623,2
606133642,2
606133646,2
606133647,2
606133660,2
606133679,2
606133711,2
606133714,2
606133717,2
606133721,2
606133725,2
606133728,2
606133730,2
606133778,2
606133779,2
606133786,2
606133804,2
606133805,2
606133812,2
606133827,2
606133832,2
606133903,2
606133910,2
606133912,2
606133913,2
606133915,2
606133933,2
606133959,2
606133968,2
606133970,2
606133988,2
606133991,2
606134008,2
606134013,2
606134018,2
606134043,2
606134045,2
606134047,2
606134059,2
606134062,2
606134108,2
606134110,2
606134121,2
606134128,2
606134187,2
606134191,2
606134203,2
606134208,2
606134302,2
606134303,2
606134358,2
606134411,2
606134439,2
606134444,2
606134448,2
606134502,2
606134605,2
606134615,2
606134629,2
606134641,2
606134644,2
606134707,2
606134737,2
606134802,2
606134807,2
606134810,2
606134817,2
606134852,2
606134854,2
606134868,2
606134920,2
606134928,2
606135014,2
606135043,2
606135103,2
606135121,2
606135211,2
606135219,2
606135290,2
606135300,2
606135305,2
606135306,2
606135319,2
606135334,2
606135340,2
606135404,2
606135433,2
606135448,2
606135502,2
606135514,2
606135519,2
606135521,2
606135527,2
606135726,2
606135737,2
606135762,2
606135763,2
606135806,2
606135817,2
606135824,2
606135826,2
606135922,2
606135937,2
606135956,2
606135962,2
606135984,2
606136111,2
606136163,2
606136204,2
606136205,2
606136303,2
606136304,2
606136305,2
606136424,2
606136453,2
606136500,2
606136501,2
606136600,2
606136607,2
606136632,2
606136640,2
606181507,2
606181517,2
606181525,2
606181540,2
606181605,2
606181608,2
606181609,2
606181610,2
606181613,2
606181640,2
606181642,2
606181671,2
606181706,2
606181708,2
606181709,2
606181712,2
606181716,2
606181717,2
606181719,2
606181743,2
606182407,2
606182611,2
606182804,2
606182814,2
606182832,2
606182833,2
606182903,2
606182907,2
606182909,2
606182914,2
606182926,2
606183011,2
606183013,2
606183014,2
606183018,2
606183024,2
606183030,2
606183033,2
606183039,2
606183045,2
606183057,2
606183061,2
606183270,2
606183529,2
606183704,2
606183720,2
606183723,2
606183728,2
606183800,2
606183807,2
606183808,2
606183821,2
606183832,2
606183873,2
606183903,2
606183913,2
606183920,2
606183935,2
606184521,2
606184719,2
606184724,2
606184804,2
606184810,2
606184812,2
606184817,2
606184819,2
606184901,2
606184921,2
606184951,2
606185263,2
606185806,2
606186010,2
606186014,2
606186016,2
606186023,2
606186026,2
606186088,2
606186106,2
606186107,2
606186110,2
606186111,2
606186126,2
606186207,2
606186254,2
606186342,2
606186406,2
606186413,2
606186423,2
606187823,2
606187915,2
606188008,2
606188211,2
606251005,2
606251094,2
606251116,2
606251118,2
606251129,2
606251149,2
606251190,2
606251201,2
606251225,2
606251226,2
606251228,2
606251244,2
606251336,2
606251402,2
606251405,2
606251408,2
606251409,2
606251412,2
606251416,2
606251422,2
606251442,2
606251466,2
606251485,2
606251504,2
606251521,2
606251525,2
606251602,2
606251631,2
606251660,2
606251704,2
606251707,2
606251711,2
606251801,2
606251808,2
606251811,2
606251819,2
606251821,2
606251824,2
606251832,2
606251853,2
606251854,2
606251903,2
606251905,2
606251907,2
606251911,2
606251943,2
606252002,2
606252013,2
606252103,2
606252107,2
606252108,2
606252111,2
606252119,2
606252123,2
606252125,2
606252139,2
606252171,2
606252201,2
606252206,2
606252306,2
606252330,2
606252424,2
606252603,2
606252604,2
606252605,2
606252607,2
606252619,2
606252638,2
606252661,2
606252696,2
606252703,2
606252709,2
606252715,2
606252717,2
606252725,2
606252728,2
606252752,2
606252766,2
606252800,2
606252804,2
606252811,2
606252816,2
606252823,2
606252830,2
606252887,2
606252901,2
606252910,2
606252919,2
606252973,2
606252978,2
606252992,2
606252998,2
606253003,2
606253004,2
606253009,2
606253013,2
606253014,2
606253015,2
606253017,2
606253045,2
606253048,2
606253104,2
606253107,2
606253291,2
606253322,2
606253359,2
606253387,2
606253407,2
606253509,2
606253538,2
606253701,2
606253705,2
606253803,2
606253818,2
606253819,2
606254081,2
606254206,2
606254423,2
606254462,2
606256803,2
606256937,2
606257020,2
606257566,2
606258189,2
606258342,2
606258344,2
606258559,2
606264435,2
606264576,2
606264710,2
606264712,2
606264906,2
606264907,2
606264910,2
606265001,2
606265010,2
606265011,2
606265045,2
606265101,2
606265110,2
606265119,2
606265206,2
606265305,2
606265306,2
606265345,2
606265885,2
606266253,2
606266263,2
606401005,2
606401007,2
606401021,2
606401023,2
606401029,2
606401034,2
606401042,2
606401043,2
606401046,2
606401054,2
606401103,2
606401109,2
606401117,2
606401121,2
606401124,2
606401160,2
606401172,2
606401205,2
606401222,2
606401233,2
606401237,2
606401257,2
606401281,2
606401304,2
606401305,2
606401306,2
606401310,2
606401318,2
606401319,2
606401388,2
606401390,2
606401406,2
606401465,2
606401472,2
606401511,2
606401532,2
606401634,2
606401666,2
606401706,2
606401766,2
606401877,2
606401878,2
606401913,2
606401921,2
606401922,2
606401924,2
606401938,2
606401940,2
606401957,2
606401958,2
606401975,2
606401977,2
606401996,2
606402012,2
606402013,2
606402015,2
606402022,2
606402041,2
606402055,2
606402065,2
606402079,2
606402102,2
606402107,2
606402108,2
606402113,2
606402150,2
606402161,2
606402211,2
606402263,2
606402267,2
606402270,2
606402362,2
606402406,2
606402412,2
606402414,2
606402415,2
606402416,2
606402427,2
606402455,2
606402529,2
606402542,2
606402543,2
606402549,2
606402594,2
606402596,2
606402602,2
606402603,2
606402605,2
606402611,2
606402618,2
606402646,2
606402664,2
606402667,2
606402670,2
606402685,2
606402697,2
606402701,2
606402709,2
606402729,2
606402751,2
606402753,2
606402800,2
606402803,2
606402805,2
606402807,2
606402814,2
606402815,2
606402821,2
606402822,2
606402834,2
606402854,2
606402861,2
606402864,2
606402870,2
606402879,2
606402887,2
606402901,2
606402906,2
606402933,2
606402945,2
606402952,2
606402953,2
606402964,2
606402986,2
606402993,2
606403065,2
606403067,2
606403124,2
606403125,2
606403126,2
606403219,2
606403222,2
606403228,2
606403241,2
606403255,2
606403257,2
606403261,2
606403267,2
606403274,2
606403293,2
606403329,2
606403330,2
606403336,2
606403347,2
606403372,2
606403404,2
606403407,2
606403428,2
606403439,2
606403451,2
606403452,2
606403475,2
606403490,2
606403501,2
606403508,2
606403509,2
606403518,2
606403520,2
606403522,2
606403524,2
606403529,2
606403533,2
606403550,2
606403553,2
606403566,2
606403570,2
606403578,2
606403580,2
606403592,2
606403597,2
606403607,2
606403608,2
606403610,2
606403615,2
606403635,2
606403700,2
606403710,2
606403740,2
606403749,2
606403769,2
606403788,2
606403806,2
606403808,2
606403814,2
606403821,2
606403883,2
606403885,2
606403913,2
606403914,2
606403921,2
606403928,2
606403929,2
606403932,2
606403941,2
606403947,2
606403951,2
606403958,2
606403964,2
606403967,2
606403994,2
606403997,2
606404006,2
606404020,2
606404021,2
606404026,2
606404027,2
606404036,2
606404038,2
606404041,2
606404043,2
606404075,2
606404077,2
606404104,2
606404106,2
606404112,2
606404117,2
606404123,2
606404125,2
606404127,2
606404139,2
606404149,2
606404157,2
606404252,2
606404262,2
606404320,2
606404322,2
606404337,2
606404346,2
606404400,2
606404418,2
606404434,2
606404505,2
606404525,2
606404531,2
606404538,2
606404543,2
606404548,2
606404556,2
606404557,2
606404609,2
606404623,2
606404626,2
606404634,2
606404636,2
606404641,2
606404654,2
606404656,2
606404666,2
606404684,2
606404694,2
606404713,2
606404721,2
606404740,2
606404769,2
606404780,2
606404809,2
606404811,2
606404813,2
606404816,2
606404827,2
606404848,2
606404853,2
606404857,2
606404899,2
606404904,2
606404912,2
606404913,2
606405011,2
606405016,2
606405024,2
606405048,2
606405071,2
606405089,2
606405097,2
606405099,2
606405103,2
606405113,2
606405128,2
606405130,2
606405179,2
606405181,2
606405206,2
606405208,2
606405216,2
606405232,2
606405253,2
606405267,2
606405287,2
606405292,2
606405312,2
606405315,2
606405323,2
606405324,2
606405328,2
606405344,2
606405370,2
606405379,2
606405397,2
606405417,2
606405418,2
606405428,2
606405439,2
606405440,2
606405441,2
606405445,2
606405447,2
606405448,2
606405451,2
606405461,2
606405474,2
606405475,2
606405476,2
606405515,2
606405521,2
606405535,2
606405567,2
606405605,2
606405606,2
606405617,2
606405623,2
606405624,2
606405638,2
606405649,2
606405652,2
606405664,2
606405676,2
606405710,2
606405725,2
606405750,2
606405765,2
606405773,2
606405790,2
606405791,2
606405793,2
606405808,2
606405811,2
606405825,2
606405900,2
606405901,2
606405905,2
606405918,2
606405919,2
606405921,2
606405927,2
606405935,2
606405945,2
606405952,2
606405953,2
606405965,2
606406014,2
606406017,2
606406022,2
606406023,2
606406027,2
606406062,2
606406127,2
606406131,2
606406134,2
606406135,2
606406136,2
606406150,2
606406158,2
606406178,2
606406179,2
606406208,2
606406212,2
606406223,2
606406255,2
606406265,2
606406268,2
606406276,2
606406286,2
606406294,2
606406296,2
606406306,2
606406402,2
606406407,2
606406413,2
606406440,2
606406546,2
606406626,2
606406633,2
606406653,2
606406680,2
606406711,2
606406712,2
606406765,2
606406802,2
606406840,2
606406845,2
606406906,2
606406981,2
606406985,2
606407022,2
606407039,2
606407040,2
606407082,2
606407086,2
606407088,2
606407089,2
606407092,2
606407093,2
606407138,2
606407198,2
606407209,2
606407218,2
606407223,2
606407272,2
606407346,2
606407411,2
606407413,2
606407436,2
606407445,2
606407455,2
606407468,2
606407469,2
606407548,2
606407585,2
606407683,2
606407710,2
606407832,2
606407839,2
606407844,2
606407852,2
606407862,2
606407932,2
606407940,2
606407943,2
606407944,2
606407946,2
606407947,2
606455018,2
606455328,2
606455653,2
606571027,2
606571220,2
606571224,2
606571305,2
606571314,2
606571316,2
606571324,2
606571365,2
606571411,2
606571418,2
606571422,2
606571424,2
606571431,2
606571506,2
606571637,2
606571706,2
606571709,2
606571714,2
606571782,2
606571830,2
606571903,2
606571907,2
606571908,2
606571912,2
606571944,2
606572223,2
606572241,2
606572266,2
606572304,2
606572309,2
606572410,2
606572414,2
606572415,2
606572654,2
606572721,2
606572765,2
606572916,2
606573015,2
606573052,2
606573218,2
606573310,2
606573563,2
606573659,2
606573818,2
606574031,2
606574068,2
606574125,2
606574211,2
606574212,2
606574409,2
606574615,2
606574679,2
606574811,2
606574924,2
606574925,2
606574945,2
606575123,2
606575965,2
606575990,2
606576046,2
606576134,2
606577836,2
606577839,2
606592029,2
606592042,2
606592707,2
606592769,2
606592776,2
606592810,2
606592900,2
606592925,2
606592972,2
606594009,2
606594110,2
606594212,2
606594903,2
606594917,2
606595008,2
606595011,2
606595032,2
606595033,2
606595121,2
606595122,2
606595208,2
606595237,2
606595238,2
606595240,2
606601118,2
606601210,2
606601322,2
606601345,2
606601372,2
606601405,2
606601406,2
606601408,2
606601413,2
606601419,2
606601493,2
606601708,2
606601757,2
606601788,2
606601821,2
606601911,2
606601915,2
606602023,2
606602121,2
606602124,2
606602125,2
606602166,2
606602190,2
606602213,2
606602258,2
606602302,2
606602328,2
606602349,2
606602410,2
606602417,2
606602418,2
606602423,2
606602443,2
606602504,2
606602506,2
606602518,2
606602524,2
606602535,2
606602560,2
606602618,2
606602696,2
606602807,2
606602825,2
606602852,2
606602866,2
606602933,2
606602935,2
606602936,2
606602946,2
606602977,2
606603008,2
606603009,2
606603010,2
606603055,2
606603063,2
606603121,2
606603205,2
606603222,2
606603244,2
606603246,2
606603300,2
606603305,2
606603349,2
606603374,2
606603410,2
606603414,2
606603430,2
606603438,2
606603439,2
606603441,2
606603445,2
606603447,2
606603449,2
606603490,2
606603543,2
606603582,2
606603584,2
606603590,2
606603616,2
606603651,2
606603667,2
606603717,2
606603719,2
606603753,2
606603759,2
606603814,2
606603815,2
606603832,2
606603834,2
606603880,2
606603900,2
606603913,2
606604017,2
606604211,2
606604225,2
606604228,2
606604231,2
606604254,2
606604265,2
606604357,2
606604359,2
606604396,2
606604412,2
606604424,2
606604471,2
606604473,2
606604531,2
606604538,2
606604622,2
606604629,2
606604630,2
606604642,2
606604706,2
606604781,2
606604798,2
606604814,2
606604824,2
606604837,2
606604863,2
606604889,2
606604891,2
606604927,2
606604942,2
606604957,2
606604983,2
606605007,2
606605018,2
606605019,2
606605117,2
606605305,2
606605406,2
606605519,2
606605522,2
606605610,2
606605701,2
606605823,2
606605848,2
606605855,2
606605857,2
606605860,2
606605890,2
606606012,2
606606403,2
606606500,2
606606702,2
606606710,2
606606842,2
606608712,2
600477582,1
600683147,1
600763928,1
600894511,1
604571381,1
605639782,1
606024771,1
606072511,1
606074006,1
606107323,1
606108090,1
606113982,1
606130028,1
606130349,1
606131011,1
606131027,1
606131028,1
606131029,1
606131030,1
606131035,1
606131037,1
606131038,1
606131039,1
606131041,1
606131045,1
606131049,1
606131055,1
606131062,1
606131085,1
606131097,1
606131111,1
606131113,1
606131115,1
606131123,1
606131124,1
606131126,1
606131127,1
606131130,1
606131135,1
606131137,1
606131140,1
606131146,1
606131148,1
606131150,1
606131151,1
606131154,1
606131155,1
606131157,1
606131159,1
606131169,1
606131178,1
606131179,1
606131181,1
606131183,1
606131184,1
606131200,1
606131201,1
606131202,1
606131211,1
606131216,1
606131217,1
606131218,1
606131220,1
606131221,1
606131224,1
606131227,1
606131229,1
606131234,1
606131235,1
606131239,1
606131240,1
606131248,1
606131250,1
606131254,1
606131257,1
606131264,1
606131267,1
606131270,1
606131271,1
606131272,1
606131274,1
606131276,1
606131282,1
606131283,1
606131286,1
606131287,1
606131288,1
606131289,1
606131290,1
606131295,1
606131306,1
606131309,1
606131311,1
606131319,1
606131325,1
606131327,1
606131328,1
606131332,1
606131335,1
606131337,1
606131340,1
606131341,1
606131343,1
606131347,1
606131355,1
606131356,1
606131361,1
606131364,1
606131366,1
606131370,1
606131373,1
606131376,1
606131379,1
606131390,1
606131393,1
606131397,1
606131399,1
606131410,1
606131412,1
606131413,1
606131420,1
606131421,1
606131425,1
606131432,1
606131442,1
606131443,1
606131444,1
606131445,1
606131447,1
606131455,1
606131458,1
606131459,1
606131462,1
606131463,1
606131464,1
606131465,1
606131466,1
606131468,1
606131471,1
606131472,1
606131473,1
606131477,1
606131489,1
606131492,1
606131495,1
606131496,1
606131498,1
606131508,1
606131512,1
606131525,1
606131532,1
606131535,1
606131537,1
606131538,1
606131540,1
606131541,1
606131542,1
606131543,1
606131548,1
606131550,1
606131552,1
606131553,1
606131561,1
606131563,1
606131566,1
606131570,1
606131572,1
606131577,1
606131579,1
606131581,1
606131587,1
606131589,1
606131590,1
606131591,1
606131598,1
606131604,1
606131605,1
606131606,1
606131611,1
606131612,1
606131617,1
606131624,1
606131626,1
606131627,1
606131630,1
606131633,1
606131634,1
606131635,1
606131636,1
606131640,1
606131643,1
606131646,1
606131647,1
606131658,1
606131660,1
606131665,1
606131670,1
606131671,1
606131673,1
606131684,1
606131686,1
606131690,1
606131695,1
606131713,1
606131717,1
606131718,1
606131721,1
606131723,1
606131725,1
606131726,1
606131728,1
606131732,1
606131736,1
606131738,1
606131739,1
606131743,1
606131745,1
606131747,1
606131749,1
606131754,1
606131756,1
606131757,1
606131761,1
606131762,1
606131772,1
606131778,1
606131781,1
606131782,1
606131787,1
606131794,1
606131797,1
606131798,1
606131799,1
606131800,1
606131803,1
606131809,1
606131816,1
606131819,1
606131822,1
606131826,1
606131837,1
606131840,1
606131849,1
606131855,1
606131856,1
606131857,1
606131858,1
606131869,1
606131875,1
606131878,1
606131880,1
606131884,1
606131889,1
606131890,1
606131904,1
606131906,1
606131909,1
606131910,1
606131915,1
606131921,1
606131922,1
606131928,1
606131929,1
606131930,1
606131931,1
606131938,1
606131945,1
606131949,1
606131952,1
